,lead
25285,5-2758
25286,5-5023
25287,5-0764
25288,2-3038
25289,6-3307
25290,4-2619
25291,1-3481
25292,2-0853
25293,3-5901
25294,5-8153
25295,2-7105
25296,8-8151
25297,3-9021
25298,8-4257
25299,6-1276
25300,2-7750
25301,6-3480
25302,8-3054
25303,5-6225
25304,5-0979
25305,7-8050
25306,2-1888
25307,2-2301
25308,4-8233
25309,7-1702
25310,8-5340
25311,6-2475
25312,3-2170
25313,5-9385
25314,2-3094
25315,2-3235
25316,5-0681
25317,2-1347
25318,5-5509
25319,6-1795
25320,6-3058
25321,4-7420
25322,3-9652
25323,2-7674
25324,5-6180
25325,3-8610
25326,4-2024
25327,8-6490
25328,8-6324
25329,5-5082
25330,2-1966
25331,5-0944
25332,5-6736
25333,7-5898
25334,1-0624
25335,6-9088
25336,5-1359
25337,8-4501
25338,2-5617
25339,3-9033
25340,8-5914
25341,2-0769
25342,2-8828
25343,2-6275
25344,1-4206
25345,2-8185
25346,8-9593
25347,5-8938
25348,1-8500
25349,8-8543
25350,7-8163
25351,1-2595
25352,2-8200
25353,1-8513
25354,8-4912
25355,1-1050
25356,1-1443
25357,8-1133
25358,8-9314
25359,2-0789
25360,3-8170
25361,4-3659
25362,4-9756
25363,6-0056
25364,6-8924
25365,8-3208
25366,7-6458
25367,1-8575
25368,2-7719
25369,5-1010
25370,1-8570
25371,8-7797
25372,2-6531
25373,3-3543
25374,2-0865
25375,7-6528
25376,2-8030
25377,8-7901
25378,1-7665
25379,5-3840
25380,2-5896
25381,8-5577
25382,6-4145
25383,3-2380
25384,2-2146
25385,6-1559
25386,1-6239
25387,8-8938
25388,4-7036
25389,4-5145
25390,2-0106
25391,8-6825
25392,4-5600
25393,4-0665
25394,2-4438
25395,4-5023
25396,2-2674
25397,4-5192
25398,6-6783
25399,4-5277
25400,7-8442
25401,2-9895
25402,6-8382
25403,6-5122
25404,2-8507
25405,3-5246
25406,4-1756
25407,8-5714
25408,5-3677
25409,5-2663
25410,1-0199
25411,6-8386
25412,2-0858
25413,3-9848
25414,5-6207
25415,3-5413
25416,7-2423
25417,6-2370
25418,6-7050
25419,5-5797
25420,8-8694
25421,7-6172
25422,6-3499
25423,2-9458
25424,1-2274
25425,3-4484
25426,7-7985
25427,6-6352
25428,1-6274
25429,4-8609
25430,2-0404
25431,7-8746
25432,4-5336
25433,1-3732
25434,6-1227
25435,6-1186
25436,2-2950
25437,2-5987
25438,4-1387
25439,5-8055
25440,5-3890
25441,4-4340
25442,8-6843
25443,3-2722
25444,4-6962
25445,3-5497
25446,1-5255
25447,3-9890
25448,6-0823
25449,6-7431
25450,8-9712
25451,4-7131
25452,4-7442
25453,3-7450
25454,3-6008
25455,6-0960
25456,3-7397
25457,7-9994
25458,7-1141
25459,3-4563
25460,5-4607
25461,8-9937
25462,1-6921
25463,3-1949
25464,6-1821
25465,2-1112
25466,7-6801
25467,4-2706
25468,8-3668
25469,6-0821
25470,7-0516
25471,1-5381
25472,5-6744
25473,3-5694
25474,4-0502
25475,3-6898
25476,5-8634
25477,7-7562
25478,6-0465
25479,1-2419
25480,3-3241
25481,6-3305
25482,3-5429
25483,8-1836
25484,4-7582
25485,6-7682
25486,6-6315
25487,5-1560
25488,2-3104
25489,3-5673
25490,2-9879
25491,6-6888
25492,6-3208
25493,3-4159
25494,3-2656
25495,8-0572
25496,8-0942
25497,7-9692
25498,3-3634
25499,5-8710
25500,7-8907
25501,4-1175
25502,1-3889
25503,1-2476
25504,4-0209
25505,3-2183
25506,1-0032
25507,4-1592
25508,6-8989
25509,6-0686
25510,7-5572
25511,5-2335
25512,2-4595
25513,6-6729
25514,2-3519
25515,4-6092
25516,2-0896
25517,2-2243
25518,2-0166
25519,8-4007
25520,8-0353
25521,2-5141
25522,5-4818
25523,7-2320
25524,1-3613
25525,8-2611
25526,5-1578
25527,7-5789
25528,8-3878
25529,8-9381
25530,8-8190
25531,2-9833
25532,7-2779
25533,1-8697
25534,3-0982
25535,3-8950
25536,4-7334
25537,8-9644
25538,7-8975
25539,8-3042
25540,1-7777
25541,6-9250
25542,1-6263
25543,5-7655
25544,5-8468
25545,3-9945
25546,5-3626
25547,5-4232
25548,7-5161
25549,2-0893
25550,3-5690
25551,7-8577
25552,2-7018
25553,6-1455
25554,3-4750
25555,2-8544
25556,4-5228
25557,3-1921
25558,6-3516
25559,2-7682
25560,7-5833
25561,3-2668
25562,3-3402
25563,2-4483
25564,2-7311
25565,1-0371
25566,8-1114
25567,4-6963
25568,6-2466
25569,4-7245
25570,4-0711
25571,3-9969
25572,5-1413
25573,5-9197
25574,7-8769
25575,4-8424
25576,5-2771
25577,5-1755
25578,4-0746
25579,4-1637
25580,4-7239
25581,8-2201
25582,7-0142
25583,8-0964
25584,6-1221
25585,7-3245
25586,5-8784
25587,7-2569
25588,1-5686
25589,7-2482
25590,4-5975
25591,6-4189
25592,4-4502
25593,7-4392
25594,3-6410
25595,7-5274
25596,5-8814
25597,6-9279
25598,8-3658
25599,3-5763
25600,1-0345
25601,7-5047
25602,1-7327
25603,7-6584
25604,7-4559
25605,1-6826
25606,7-0648
25607,6-5749
25608,4-7243
25609,6-4818
25610,2-2486
25611,7-0866
25612,8-5235
25613,4-8302
25614,5-4491
25615,7-3291
25616,6-0171
25617,3-9343
25618,4-2260
25619,8-9529
25620,6-0508
25621,7-5005
25622,2-1774
25623,5-9976
25624,7-8960
25625,5-6810
25626,8-4380
25627,5-1271
25628,5-8321
25629,1-9566
25630,2-8414
25631,8-7900
25632,6-6992
25633,6-7796
25634,2-6644
25635,4-0106
25636,5-5110
25637,5-2717
25638,6-2516
25639,2-8942
25640,8-2121
25641,6-1728
25642,4-0841
25643,4-4580
25644,1-9114
25645,3-6775
25646,2-4574
25647,6-7486
25648,2-0676
25649,3-8423
25650,5-8229
25651,7-0855
25652,1-3810
25653,1-8241
25654,6-7086
25655,7-8380
25656,2-3260
25657,3-9425
25658,4-4592
25659,8-8474
25660,5-3456
25661,1-6964
25662,3-5561
25663,6-1664
25664,7-3642
25665,8-8708
25666,3-6286
25667,8-7947
25668,7-6332
25669,7-9775
25670,3-3430
25671,7-3242
25672,1-6362
25673,8-2721
25674,5-1505
25675,4-3677
25676,4-7165
25677,2-1858
25678,6-8569
25679,5-2736
25680,6-8969
25681,7-8306
25682,6-6398
25683,6-8028
25684,6-0214
25685,2-3510
25686,7-3086
25687,6-3777
25688,7-6099
25689,7-6566
25690,4-5909
25691,2-7632
25692,3-2911
25693,5-2729
25694,7-5041
25695,3-1973
25696,1-9952
25697,2-4737
25698,4-6174
25699,4-1794
25700,1-6053
25701,1-7564
25702,7-0252
25703,4-9471
25704,5-9531
25705,4-2178
25706,6-1605
25707,3-2336
25708,4-0932
25709,4-9333
25710,2-6669
25711,7-9022
25712,3-3203
25713,6-7113
25714,4-6829
25715,4-5366
25716,5-9261
25717,6-8930
25718,6-0020
25719,4-2046
25720,1-4319
25721,6-9848
25722,6-4794
25723,2-2398
25724,4-4017
25725,1-9700
25726,2-8222
25727,2-0351
25728,5-0115
25729,3-9593
25730,4-5701
25731,8-6221
25732,1-8218
25733,6-6897
25734,8-1241
25735,3-9206
25736,4-1063
25737,2-4303
25738,4-7815
25739,5-2486
25740,4-7337
25741,8-4371
25742,8-6305
25743,4-5469
25744,4-4688
25745,3-1838
25746,7-6105
25747,4-8739
25748,1-4191
25749,3-3094
25750,2-1392
25751,3-2401
25752,5-2033
25753,8-9186
25754,3-2975
25755,3-7109
25756,1-6266
25757,3-3400
25758,4-3438
25759,4-3883
25760,5-1216
25761,3-9822
25762,3-2277
25763,1-7842
25764,6-4519
25765,4-9082
25766,5-8186
25767,4-8432
25768,1-9490
25769,2-5144
25770,1-2182
25771,6-9034
25772,5-5336
25773,7-6170
25774,5-6525
25775,6-8955
25776,1-9991
25777,8-4987
25778,7-1831
25779,5-6989
25780,7-8794
25781,7-1739
25782,1-7427
25783,1-1580
25784,1-1099
25785,6-0419
25786,3-3725
25787,4-7797
25788,1-1165
25789,6-6689
25790,5-9550
25791,4-4730
25792,5-3863
25793,5-3019
25794,1-1966
25795,4-4349
25796,7-6579
25797,4-0363
25798,4-5098
25799,4-4846
25800,3-7268
25801,4-4423
25802,6-5417
25803,5-2549
25804,8-0392
25805,4-0031
25806,1-9470
25807,7-1979
25808,1-7988
25809,5-3337
25810,4-2420
25811,1-9180
25812,8-9927
25813,8-0173
25814,8-9212
25815,1-4142
25816,3-1299
25817,1-5998
25818,1-2728
25819,4-4355
25820,5-8520
25821,3-5995
25822,3-8414
25823,4-1107
25824,4-5717
25825,7-2196
25826,1-1091
25827,1-3737
25828,8-2185
25829,7-3669
25830,7-2623
25831,6-2209
25832,5-3807
25833,5-0740
25834,4-5501
25835,7-9010
25836,4-1258
25837,2-5591
25838,5-5610
25839,4-7092
25840,8-4411
25841,4-9438
25842,6-1442
25843,4-0327
25844,6-5245
25845,4-8138
25846,8-2366
25847,7-5266
25848,2-3258
25849,1-9227
25850,4-5072
25851,6-8673
25852,7-8906
25853,6-8732
25854,1-8674
25855,5-7226
25856,1-3649
25857,8-1027
25858,6-0510
25859,5-2534
25860,4-9258
25861,1-5252
25862,2-9483
25863,3-6894
25864,4-7238
25865,3-3914
25866,4-1603
25867,4-5864
25868,1-6169
25869,8-7828
25870,3-3408
25871,1-0049
25872,4-6891
25873,8-3738
25874,8-0796
25875,6-0004
25876,4-5032
25877,6-2917
25878,3-2836
25879,4-5614
25880,7-0278
25881,7-4220
25882,8-3807
25883,5-3649
25884,1-3020
25885,2-3426
25886,5-0307
25887,1-7796
25888,5-3540
25889,7-6464
25890,5-5191
25891,2-3679
25892,3-6561
25893,5-0703
25894,1-0462
25895,4-4914
25896,1-6557
25897,7-1320
25898,5-7806
25899,1-7516
25900,2-6241
25901,8-0528
25902,1-6283
25903,7-2474
25904,8-8857
25905,7-0737
25906,5-2515
25907,3-7646
25908,1-0942
25909,5-7087
25910,3-6493
25911,6-4961
25912,3-8361
25913,4-2662
25914,3-0188
25915,4-9401
25916,8-9259
25917,2-0485
25918,7-2041
25919,3-5682
25920,2-0842
25921,5-6769
25922,1-2038
25923,4-1034
25924,2-5109
25925,5-0313
25926,6-3730
25927,5-3897
25928,6-5090
25929,8-4201
25930,6-6204
25931,6-0398
25932,2-4179
25933,6-3736
25934,7-0404
25935,1-4554
25936,3-1964
25937,8-3575
25938,7-7733
25939,6-0359
25940,8-1935
25941,3-4174
25942,1-1637
25943,2-5685
25944,3-8446
25945,6-7036
25946,5-5434
25947,8-8254
25948,5-5724
25949,2-5936
25950,4-5819
25951,2-0183
25952,6-5716
25953,1-0643
25954,6-5886
25955,8-8084
25956,3-4132
25957,7-4915
25958,3-6488
25959,3-2657
25960,4-0324
25961,2-4803
25962,5-8721
25963,8-4724
25964,1-3813
25965,3-9453
25966,5-6140
25967,2-7873
25968,3-4622
25969,1-0230
25970,1-2017
25971,5-8300
25972,3-7372
25973,3-4725
25974,5-0039
25975,7-3402
25976,8-9992
25977,6-5017
25978,4-4365
25979,7-0453
25980,1-3879
25981,8-3175
25982,2-1620
25983,3-7146
25984,5-3210
25985,2-7422
25986,6-1470
25987,6-1066
25988,7-8438
25989,5-5531
25990,2-3923
25991,3-9758
25992,2-2040
25993,2-6194
25994,7-0643
25995,5-5115
25996,1-6456
25997,6-4399
25998,4-6132
25999,3-1314
26000,4-0801
26001,6-1403
26002,3-9037
26003,4-4211
26004,3-4097
26005,7-6069
26006,2-6693
26007,6-8544
26008,6-6120
26009,6-8956
26010,5-0653
26011,5-6864
26012,3-6809
26013,7-1382
26014,6-8485
26015,3-4914
26016,7-1465
26017,8-2376
26018,6-0719
26019,2-2922
26020,1-2151
26021,5-9448
26022,6-8663
26023,6-5849
26024,6-0840
26025,4-3552
26026,3-6954
26027,1-3931
26028,1-9665
26029,8-2491
26030,3-2689
26031,7-4113
26032,7-6433
26033,3-7351
26034,7-9838
26035,7-6815
26036,1-9877
26037,7-6582
26038,1-1760
26039,4-6515
26040,7-0089
26041,8-7962
26042,8-7733
26043,6-5753
26044,4-1131
26045,7-4691
26046,7-0865
26047,1-6208
26048,1-0213
26049,3-7453
26050,8-6980
26051,6-1914
26052,4-2173
26053,3-7029
26054,5-3720
26055,3-7959
26056,4-7210
26057,1-4285
26058,4-9386
26059,5-8618
26060,7-6966
26061,6-8378
26062,2-8990
26063,7-1393
26064,4-6439
26065,8-0658
26066,8-5832
26067,7-3004
26068,1-0645
26069,6-4536
26070,8-5160
26071,3-9225
26072,6-2120
26073,5-4192
26074,7-7518
26075,1-3243
26076,3-4220
26077,4-5052
26078,8-3714
26079,3-5318
26080,6-4030
26081,2-7101
26082,8-2347
26083,3-1613
26084,4-7187
26085,2-2439
26086,6-2536
26087,5-5526
26088,3-4754
26089,6-4220
26090,7-6084
26091,1-0654
26092,6-3479
26093,8-8542
26094,2-5396
26095,4-1201
26096,7-0057
26097,1-8358
26098,8-0190
26099,1-6270
26100,5-4916
26101,7-6847
26102,5-7632
26103,7-1545
26104,3-3652
26105,3-9406
26106,5-7805
26107,1-6247
26108,8-5372
26109,2-0863
26110,7-2200
26111,7-0122
26112,3-2361
26113,2-4865
26114,8-6891
26115,1-4037
26116,6-1839
26117,6-8882
26118,8-4121
26119,3-1690
26120,5-8323
26121,8-0397
26122,3-3299
26123,3-5050
26124,8-0518
26125,5-8212
26126,7-1895
26127,6-9589
26128,1-9757
26129,3-5495
26130,8-6096
26131,1-6888
26132,5-2332
26133,5-2855
26134,1-7348
26135,1-8421
26136,7-2421
26137,4-1733
26138,2-7450
26139,7-5040
26140,1-6180
26141,4-3649
26142,2-5895
26143,5-3208
26144,2-4314
26145,7-6189
26146,1-1778
26147,8-5910
26148,2-9485
26149,3-6051
26150,8-9814
26151,6-2415
26152,7-6019
26153,7-7451
26154,4-4186
26155,4-3286
26156,2-4790
26157,3-9498
26158,5-3245
26159,1-4093
26160,2-7696
26161,8-7629
26162,1-1972
26163,1-6095
26164,4-7160
26165,1-2833
26166,5-8560
26167,5-5429
26168,8-7871
26169,3-0143
26170,4-9757
26171,6-2264
26172,6-2346
26173,7-0298
26174,3-3516
26175,6-5168
26176,6-4989
26177,6-4848
26178,6-1457
26179,5-7373
26180,1-4539
26181,2-7028
26182,1-3401
26183,2-5023
26184,7-9720
26185,5-3495
26186,7-9993
26187,7-4827
26188,5-5499
26189,4-9703
26190,6-7690
26191,4-4199
26192,2-4502
26193,5-9245
26194,6-3869
26195,2-1015
26196,1-7307
26197,1-7798
26198,1-0357
26199,2-6125
26200,3-7810
26201,3-6595
26202,4-7607
26203,6-9298
26204,5-9292
26205,5-0175
26206,8-1453
26207,1-0244
26208,2-8138
26209,6-6895
26210,6-2653
26211,7-7282
26212,1-4652
26213,5-4976
26214,2-3033
26215,1-3664
26216,5-1329
26217,8-4854
26218,2-6363
26219,1-4821
26220,7-5207
26221,5-2400
26222,5-8203
26223,3-9673
26224,5-6163
26225,7-1032
26226,7-6091
26227,2-8853
26228,5-0213
26229,2-1642
26230,5-9879
26231,3-8477
26232,2-9237
26233,2-6740
26234,3-0328
26235,3-1813
26236,8-5359
26237,6-7806
26238,8-3744
26239,8-8967
26240,7-6002
26241,8-6783
26242,1-6918
26243,4-9124
26244,1-7169
26245,7-1300
26246,6-1497
26247,4-7460
26248,3-9794
26249,6-9729
26250,1-7598
26251,2-4380
26252,3-5277
26253,4-1633
26254,4-7182
26255,3-7563
26256,4-6027
26257,2-1545
26258,3-1929
26259,1-2574
26260,7-5903
26261,4-0462
26262,6-8144
26263,3-0490
26264,8-5002
26265,4-3051
26266,7-2752
26267,5-9053
26268,4-8457
26269,5-0722
26270,7-3371
26271,1-1186
26272,3-5964
26273,4-1810
26274,5-5174
26275,6-0096
26276,2-6340
26277,4-0862
26278,5-7088
26279,2-7054
26280,4-0852
26281,2-4729
26282,4-3874
26283,1-2195
26284,6-0710
26285,8-5410
26286,4-4717
26287,3-4120
26288,8-9347
26289,7-6310
26290,4-2863
26291,4-8583
26292,4-6046
26293,5-0873
26294,4-4924
26295,1-1894
26296,1-0201
26297,8-2825
26298,8-0291
26299,8-1596
26300,8-6822
26301,3-0465
26302,7-4459
26303,1-2056
26304,8-5980
26305,7-4720
26306,6-9402
26307,6-1237
26308,5-6171
26309,6-7470
26310,1-4176
26311,4-6007
26312,4-7019
26313,2-2501
26314,5-7494
26315,5-1328
26316,8-7334
26317,7-2797
26318,1-6321
26319,6-0479
26320,3-4853
26321,7-2909
26322,6-9312
26323,6-4982
26324,3-7463
26325,3-4489
26326,1-2530
26327,1-0772
26328,6-2087
26329,2-3052
26330,4-6217
26331,6-7436
26332,6-7751
26333,3-2825
26334,6-6592
26335,7-5919
26336,5-4052
26337,3-6178
26338,8-4612
26339,4-2944
26340,7-0309
26341,3-1325
26342,6-8891
26343,6-2767
26344,2-0923
26345,7-9914
26346,7-3864
26347,7-0234
26348,4-9982
26349,3-1219
26350,4-3932
26351,7-9047
26352,1-2794
26353,2-8145
26354,3-5972
26355,2-9405
26356,4-1532
26357,4-8350
26358,6-8546
26359,5-4132
26360,1-1928
26361,2-6777
26362,2-1915
26363,7-5606
26364,6-6720
26365,2-9586
26366,7-1063
26367,2-7753
26368,7-4021
26369,1-1605
26370,6-1011
26371,2-7691
26372,5-9078
26373,2-8550
26374,6-9714
26375,7-6307
26376,5-3505
26377,7-8646
26378,5-5059
26379,4-3525
26380,7-5386
26381,4-7106
26382,7-1961
26383,3-8787
26384,4-5546
26385,1-3975
26386,7-2404
26387,1-7736
26388,5-5854
26389,5-7042
26390,5-6752
26391,7-4845
26392,8-7726
26393,1-4055
26394,8-9224
26395,5-2265
26396,3-0068
26397,5-8809
26398,2-3029
26399,1-9845
26400,6-4894
26401,3-5839
26402,3-0443
26403,1-5914
26404,4-5945
26405,2-9584
26406,4-0757
26407,2-8845
26408,8-3695
26409,2-6386
26410,4-0027
26411,3-9053
26412,7-5037
26413,4-2157
26414,4-0585
26415,1-6637
26416,6-7607
26417,8-8742
26418,8-8214
26419,5-5875
26420,5-4907
26421,4-3495
26422,7-8890
26423,1-5307
26424,5-4719
26425,6-6360
26426,3-7799
26427,1-7590
26428,4-4107
26429,1-0820
26430,5-1703
26431,6-0314
26432,2-0137
26433,8-2531
26434,5-2423
26435,8-5150
26436,2-9286
26437,7-4787
26438,5-2499
26439,8-2672
26440,6-2672
26441,8-1985
26442,2-0955
26443,1-9425
26444,4-4054
26445,3-3133
26446,1-7473
26447,6-4504
26448,1-5732
26449,6-8972
26450,7-3751
26451,7-7584
26452,7-3254
26453,8-0645
26454,4-9065
26455,2-9429
26456,4-8525
26457,2-9365
26458,4-5146
26459,5-8589
26460,8-0715
26461,4-3109
26462,6-2022
26463,3-7834
26464,4-2498
26465,6-3113
26466,2-8518
26467,3-5637
26468,8-1476
26469,3-6833
26470,8-5409
26471,7-8194
26472,7-0084
26473,7-1697
26474,4-3832
26475,2-2906
26476,5-5865
26477,7-4304
26478,3-3356
26479,1-4421
26480,8-9003
26481,5-1029
26482,6-6929
26483,4-7277
26484,1-9594
26485,6-5548
26486,5-9524
26487,3-2764
26488,3-3257
26489,4-4995
26490,1-2143
26491,2-4057
26492,6-8970
26493,2-2231
26494,8-9836
26495,7-0447
26496,5-6068
26497,6-5488
26498,4-1428
26499,1-9482
26500,3-4233
26501,8-5699
26502,8-5724
26503,1-1558
26504,8-2314
26505,2-1601
26506,7-9766
26507,1-7964
26508,6-2887
26509,5-0216
26510,5-8841
26511,5-8505
26512,1-1250
26513,1-2161
26514,4-4412
26515,4-2361
26516,8-0901
26517,3-1661
26518,4-3142
26519,1-1963
26520,1-5280
26521,5-0824
26522,3-7530
26523,2-3768
26524,3-2709
26525,3-5564
26526,4-9023
26527,2-1630
26528,8-9810
26529,5-2903
26530,6-6256
26531,4-5775
26532,1-1025
26533,4-6109
26534,2-6992
26535,1-8118
26536,8-5212
26537,6-6115
26538,6-4206
26539,5-1885
26540,7-0846
26541,8-5122
26542,3-6446
26543,8-8349
26544,6-6623
26545,3-1892
26546,7-5345
26547,8-2249
26548,6-8788
26549,2-6455
26550,6-8724
26551,4-3738
26552,2-4151
26553,1-5533
26554,4-6933
26555,3-9467
26556,3-7836
26557,3-5711
26558,8-6875
26559,6-0922
26560,3-2946
26561,3-6321
26562,7-6646
26563,1-0583
26564,7-4866
26565,4-5989
26566,8-9527
26567,8-1255
26568,4-7276
26569,6-0093
26570,5-9014
26571,5-4883
26572,7-8396
26573,7-8307
26574,6-5505
26575,7-6175
26576,1-6536
26577,7-4065
26578,2-3367
26579,1-1560
26580,8-8456
26581,4-1875
26582,6-7044
26583,1-4570
26584,2-5807
26585,4-7211
26586,2-4856
26587,1-5777
26588,8-8968
26589,8-4956
26590,5-2348
26591,7-6312
26592,2-5300
26593,8-7486
26594,1-9799
26595,8-1257
26596,2-1618
26597,7-1406
26598,5-5215
26599,6-3522
26600,8-4336
26601,3-0497
26602,4-6487
26603,3-0696
26604,2-8281
26605,7-0778
26606,1-2307
26607,5-1265
26608,8-6748
26609,6-3590
26610,7-1756
26611,5-6625
26612,6-8763
26613,1-8511
26614,3-9426
26615,4-5025
26616,4-1513
26617,5-2447
26618,1-9656
26619,2-0292
26620,2-7034
26621,5-0566
26622,2-4537
26623,7-5401
26624,7-7959
26625,6-6710
26626,1-3140
26627,3-8284
26628,8-9652
26629,1-9454
26630,5-9168
26631,2-5162
26632,7-1452
26633,3-2572
26634,1-7264
26635,6-7754
26636,1-3262
26637,2-8174
26638,3-4667
26639,2-2822
26640,3-6978
26641,4-0743
26642,5-1036
26643,4-1127
26644,1-5706
26645,1-1765
26646,1-9397
26647,4-3806
26648,7-2968
26649,5-2604
26650,8-6109
26651,3-5390
26652,2-9707
26653,6-6111
26654,2-3862
26655,3-2296
26656,4-2811
26657,1-5522
26658,8-0951
26659,2-5210
26660,8-7986
26661,4-7495
26662,3-9742
26663,4-0988
26664,1-4774
26665,6-6132
26666,1-5023
26667,4-7091
26668,3-9408
26669,3-3553
26670,5-5139
26671,5-9966
26672,7-1321
26673,4-3123
26674,7-6282
26675,3-2778
26676,6-0358
26677,3-2347
26678,1-5240
26679,4-1116
26680,6-4343
26681,7-7292
26682,8-2350
26683,7-7487
26684,1-5924
26685,4-6948
26686,3-1831
26687,4-1770
26688,3-7951
26689,8-2412
26690,4-6043
26691,8-5364
26692,6-2139
26693,8-3218
26694,8-4459
26695,8-6253
26696,8-7791
26697,6-8783
26698,7-3764
26699,8-0004
26700,8-8361
26701,8-5069
26702,7-6817
26703,5-4823
26704,7-4038
26705,3-5396
26706,1-6357
26707,3-4695
26708,8-6327
26709,8-5732
26710,3-6685
26711,7-4714
26712,8-6476
26713,5-1173
26714,6-8351
26715,3-0906
26716,1-3651
26717,2-2908
26718,1-5151
26719,2-4592
26720,5-8712
26721,2-2499
26722,4-3243
26723,4-5780
26724,3-3309
26725,5-9812
26726,1-2127
26727,7-3744
26728,3-4210
26729,4-7004
26730,5-7968
26731,8-3911
26732,6-6447
26733,5-8629
26734,8-4636
26735,3-4904
26736,1-3755
26737,7-8157
26738,2-4640
26739,7-3550
26740,1-8768
26741,3-0338
26742,8-3427
26743,7-4222
26744,5-3866
26745,2-7423
26746,7-7168
26747,3-6133
26748,8-1695
26749,8-1801
26750,5-0684
26751,4-2146
26752,6-8820
26753,1-7059
26754,7-9195
26755,4-3768
26756,5-8911
26757,4-8194
26758,7-2011
26759,8-9296
26760,5-5006
26761,4-2394
26762,3-0104
26763,8-5666
26764,3-5692
26765,3-8038
26766,8-8309
26767,7-3148
26768,2-3992
26769,4-2388
26770,8-2508
26771,6-8056
26772,2-4760
26773,5-0183
26774,7-4676
26775,3-8782
26776,6-3384
26777,5-4829
26778,3-6332
26779,3-4709
26780,2-7861
26781,8-7835
26782,7-6121
26783,2-2529
26784,5-3964
26785,4-4575
26786,5-3787
26787,8-7527
26788,2-7268
26789,7-9261
26790,3-5744
26791,8-4466
26792,4-7860
26793,3-5925
26794,5-1989
26795,3-0170
26796,7-4905
26797,3-1284
26798,1-4768
26799,5-1980
26800,5-8548
26801,2-1063
26802,2-8076
26803,2-9172
26804,3-1908
26805,6-7203
26806,8-5151
26807,8-6559
26808,2-9793
26809,3-9192
26810,4-5623
26811,7-7030
26812,4-8779
26813,4-5114
26814,7-5234
26815,7-2296
26816,1-5897
26817,2-2999
26818,3-0608
26819,2-2841
26820,6-8753
26821,3-8483
26822,2-9283
26823,7-8046
26824,5-4645
26825,1-8888
26826,1-4549
26827,1-2367
26828,6-0614
26829,3-4088
26830,6-1015
26831,2-7319
26832,4-3830
26833,6-8800
26834,1-6836
26835,2-6369
26836,1-0695
26837,8-0053
26838,5-5859
26839,2-2290
26840,6-2667
26841,8-7966
26842,7-2674
26843,7-1152
26844,6-8622
26845,4-5958
26846,2-2700
26847,8-7799
26848,2-5341
26849,6-9960
26850,5-0806
26851,1-5861
26852,6-9400
26853,3-9165
26854,4-7913
26855,4-0991
26856,2-3071
26857,5-3725
26858,7-7239
26859,3-7716
26860,1-5319
26861,7-8939
26862,2-4754
26863,2-4020
26864,1-7660
26865,5-2069
26866,8-5486
26867,1-9115
26868,4-2156
26869,8-4010
26870,2-8542
26871,8-3573
26872,8-8574
26873,5-5970
26874,8-8125
26875,2-3843
26876,6-8114
26877,7-4674
26878,7-6836
26879,7-1464
26880,5-9344
26881,7-3351
26882,2-7287
26883,5-8790
26884,5-2963
26885,3-5642
26886,6-0081
26887,6-5900
26888,3-7311
26889,4-5882
26890,7-0670
26891,3-5828
26892,8-0032
26893,6-0573
26894,2-5368
26895,4-5434
26896,3-0071
26897,2-4122
26898,1-1702
26899,6-0404
26900,8-9177
26901,8-5680
26902,5-2382
26903,4-3168
26904,3-0849
26905,5-8684
26906,4-1219
26907,3-1198
26908,3-2756
26909,3-3009
26910,6-4912
26911,1-8309
26912,2-6970
26913,5-3261
26914,7-8560
26915,4-8806
26916,1-6584
26917,3-0109
26918,4-5825
26919,6-9910
26920,4-8143
26921,8-4961
26922,8-9144
26923,6-3951
26924,8-9551
26925,5-6290
26926,2-6065
26927,2-7398
26928,1-8563
26929,8-5531
26930,6-3663
26931,5-6395
26932,5-2600
26933,5-3181
26934,2-2186
26935,8-2090
26936,4-2819
26937,3-7758
26938,5-7079
26939,6-5851
26940,7-4156
26941,7-1058
26942,1-6694
26943,7-5568
26944,3-4441
26945,8-4435
26946,8-7171
26947,5-7757
26948,1-7496
26949,3-8026
26950,5-2158
26951,4-0003
26952,1-7687
26953,1-1423
26954,6-4316
26955,5-0402
26956,4-0044
26957,7-3679
26958,3-2432
26959,8-5330
26960,7-3450
26961,4-6826
26962,6-4558
26963,1-7604
26964,1-3984
26965,7-4333
26966,8-1069
26967,4-2187
26968,4-3763
26969,8-6489
26970,5-6974
26971,4-1491
26972,2-2857
26973,8-7427
26974,1-9223
26975,8-4898
26976,5-7213
26977,1-7768
26978,5-5134
26979,8-5080
26980,8-9414
26981,2-8560
26982,5-1683
26983,4-6283
26984,7-6301
26985,3-1132
26986,3-6963
26987,3-1209
26988,4-6763
26989,5-3005
26990,6-6744
26991,1-4111
26992,7-8228
26993,6-9156
26994,8-1162
26995,7-9735
26996,5-2715
26997,7-8525
26998,1-0525
26999,4-9059
27000,3-9515
27001,7-2403
27002,2-1509
27003,2-6892
27004,4-2602
27005,1-3945
27006,3-6588
27007,4-9819
27008,4-7224
27009,1-1503
27010,7-0394
27011,8-0856
27012,1-9501
27013,2-5263
27014,7-6702
27015,8-0500
27016,7-0544
27017,6-0913
27018,8-5287
27019,8-7519
27020,2-4478
27021,4-5769
27022,6-3825
27023,5-3621
27024,7-0163
27025,7-2561
27026,6-2720
27027,5-0957
27028,8-2644
27029,5-1070
27030,1-3709
27031,1-8891
27032,7-3305
27033,4-2555
