,lead
34049,1-5947
34050,8-9040
34051,7-6972
34052,1-2675
34053,3-6999
34054,2-7823
34055,5-7059
34056,7-5023
34057,2-4227
34058,3-4462
34059,5-1048
34060,7-5805
34061,5-4471
34062,5-8372
34063,4-4470
34064,4-0626
34065,5-8550
34066,4-6781
34067,6-7088
34068,3-6324
34069,1-3582
34070,4-6243
34071,4-7290
34072,2-5752
34073,4-8080
34074,5-8209
34075,7-4957
34076,5-7878
34077,5-9603
34078,4-2110
34079,6-1329
34080,7-7248
34081,6-4868
34082,6-3052
34083,1-9190
34084,2-8667
34085,8-6974
34086,3-9921
34087,3-6147
34088,5-6058
34089,2-0077
34090,3-6676
34091,4-1601
34092,7-1708
34093,5-4686
34094,4-8262
34095,5-6037
34096,8-5143
34097,4-2571
34098,8-8938
34099,1-4715
34100,7-6917
34101,4-6097
34102,5-0764
34103,6-6169
34104,8-7057
34105,6-7167
34106,8-9549
34107,3-1440
34108,7-7434
34109,7-6669
34110,2-1530
34111,5-0681
34112,6-0983
34113,5-2319
34114,4-2078
34115,8-9277
34116,2-6341
34117,2-5896
34118,7-7677
34119,6-7573
34120,4-3304
34121,8-9236
34122,5-5425
34123,8-5671
34124,3-5472
34125,3-7379
34126,7-2324
34127,5-9534
34128,6-0685
34129,5-8844
34130,7-6903
34131,8-5392
34132,5-5320
34133,2-8996
34134,4-2660
34135,5-8852
34136,5-9390
34137,3-0530
34138,1-4088
34139,3-5122
34140,7-2508
34141,3-9028
34142,7-8510
34143,8-2341
34144,5-1229
34145,1-7660
34146,8-3176
34147,4-1278
34148,5-9609
34149,3-5233
34150,3-6734
34151,6-6154
34152,4-0388
34153,4-4319
34154,6-9277
34155,4-2968
34156,3-7369
34157,1-1341
34158,4-9638
34159,2-8035
34160,1-8850
34161,4-9009
34162,7-7032
34163,6-4944
34164,4-5089
34165,3-3937
34166,8-3701
34167,7-3097
34168,4-9706
34169,4-1475
34170,3-5632
34171,3-6347
34172,7-2021
34173,5-6473
34174,5-2273
34175,3-3192
34176,5-9319
34177,7-2061
34178,1-2389
34179,6-7399
34180,8-5052
34181,3-7191
34182,3-7395
34183,4-3624
34184,1-2248
34185,5-2911
34186,5-2153
34187,8-6371
34188,2-9483
34189,6-3061
34190,8-9537
34191,4-0398
34192,3-5971
34193,1-0854
34194,4-9972
34195,1-4673
34196,1-9388
34197,5-1682
34198,3-3002
34199,7-3412
34200,3-1397
34201,1-9005
34202,3-6383
34203,1-6494
34204,4-1843
34205,5-8411
34206,4-5591
34207,3-1252
34208,6-6786
34209,8-2450
34210,1-1015
34211,8-2808
34212,4-4482
34213,2-5364
34214,1-0303
34215,4-7190
34216,3-1918
34217,3-6412
34218,5-3746
34219,5-0992
34220,5-6156
34221,4-6549
34222,5-7829
34223,4-1141
34224,3-2259
34225,7-1379
34226,4-8017
34227,2-3666
34228,3-6009
34229,3-3867
34230,3-5192
34231,4-5516
34232,8-9088
34233,6-1962
34234,4-5825
34235,4-1229
34236,8-8644
34237,4-2350
34238,4-6523
34239,1-3209
34240,6-5882
34241,5-3365
34242,1-0358
34243,5-8317
34244,8-5009
34245,8-3495
34246,8-2549
34247,2-8277
34248,6-9867
34249,5-1204
34250,3-9774
34251,4-4253
34252,7-0065
34253,6-8936
34254,6-0208
34255,4-0567
34256,3-8206
34257,6-7927
34258,3-9110
34259,5-1674
34260,7-6167
34261,5-1136
34262,4-8483
34263,6-0091
34264,1-3875
34265,7-1234
34266,3-5202
34267,2-0474
34268,7-9958
34269,6-3734
34270,2-2023
34271,6-9058
34272,6-1846
34273,6-3336
34274,3-0821
34275,6-7786
34276,2-0083
34277,2-0144
34278,2-6273
34279,5-0015
34280,3-9839
34281,5-4339
34282,5-9309
34283,3-7479
34284,1-8659
34285,3-9844
34286,8-3129
34287,6-8937
34288,8-7270
34289,6-2074
34290,7-8236
34291,8-0445
34292,5-6078
34293,6-8280
34294,1-2239
34295,7-7309
34296,2-0105
34297,7-4990
34298,7-4747
34299,1-1562
34300,7-9165
34301,1-8572
34302,4-8425
34303,5-8748
34304,7-3679
34305,5-0821
34306,3-1966
34307,5-8213
34308,6-7665
34309,7-6123
34310,4-5753
34311,5-3909
34312,8-0894
34313,8-1330
34314,2-9065
34315,8-6286
34316,5-0858
34317,8-6008
34318,4-0193
34319,1-6258
34320,7-9439
34321,8-5530
34322,2-0115
34323,2-3631
34324,4-4220
34325,7-5818
34326,3-4602
34327,3-8348
34328,1-0810
34329,4-3353
34330,5-9110
34331,2-1469
34332,7-2642
34333,7-6772
34334,2-0981
34335,2-3530
34336,4-9974
34337,7-3877
34338,8-7650
34339,5-8346
34340,3-7093
34341,1-6983
34342,8-4486
34343,7-2315
34344,4-6436
34345,2-1712
34346,8-2111
34347,7-1434
34348,7-9143
34349,6-6714
34350,2-6978
34351,2-6587
34352,4-7002
34353,8-1383
34354,2-7228
34355,5-8630
34356,6-3748
34357,5-8271
34358,3-5857
34359,6-7419
34360,3-4302
34361,2-0386
34362,6-5688
34363,6-6280
34364,3-4393
34365,3-0044
34366,4-1275
34367,7-2312
34368,4-1493
34369,3-7453
34370,3-4304
34371,1-2578
34372,3-4627
34373,4-0299
34374,3-1078
34375,6-6591
34376,1-9495
34377,2-9177
34378,4-7256
34379,6-6629
34380,5-3121
34381,4-2608
34382,5-6501
34383,4-2575
34384,8-0686
34385,3-3810
34386,3-8987
34387,5-9898
34388,8-7602
34389,6-0528
34390,4-1947
34391,4-0972
34392,8-7632
34393,7-5774
34394,1-8503
34395,5-8104
34396,5-1759
34397,7-2194
34398,6-2120
34399,1-3390
34400,4-1048
34401,6-2112
34402,3-1998
34403,1-5147
34404,2-8081
34405,8-5206
34406,2-6692
34407,8-9806
34408,8-5616
34409,7-7333
34410,6-9861
34411,3-9668
34412,2-9708
34413,4-7777
34414,8-4838
34415,1-2459
34416,3-0868
34417,1-8010
34418,1-8317
34419,7-9694
34420,8-8764
34421,3-6277
34422,7-7629
34423,7-1748
34424,8-4639
34425,4-2211
34426,1-8108
34427,7-9552
34428,8-4758
34429,3-4120
34430,5-5786
34431,5-3457
34432,4-2855
34433,8-0348
34434,7-4785
34435,1-2952
34436,5-2590
34437,6-5817
34438,3-0311
34439,3-0706
34440,7-1720
34441,7-1923
34442,5-7478
34443,4-7192
34444,2-2752
34445,4-5657
34446,2-4756
34447,4-3694
34448,4-9143
34449,8-8057
34450,6-9021
34451,1-5380
34452,8-2048
34453,5-3292
34454,4-8782
34455,5-1644
34456,3-6651
34457,4-3940
34458,7-5096
34459,8-5962
34460,6-3996
34461,1-4089
34462,8-4783
34463,5-3105
34464,5-6290
34465,8-9622
34466,6-9075
34467,6-6906
34468,6-4827
34469,1-0412
34470,2-7022
34471,1-6195
34472,2-9227
34473,8-4623
34474,4-5755
34475,4-2238
34476,6-8071
34477,3-9452
34478,6-9065
34479,6-9292
34480,7-7818
34481,2-4131
34482,1-3025
34483,2-5405
34484,2-9513
34485,2-7011
34486,4-8400
34487,7-3759
34488,8-4173
34489,8-9506
34490,4-5830
34491,5-4922
34492,7-5482
34493,5-9915
34494,3-2486
34495,4-0309
34496,1-9600
34497,7-4632
34498,4-4824
34499,3-7097
34500,1-2591
34501,7-2044
34502,1-7463
34503,1-7359
34504,8-3285
34505,2-9137
34506,7-8906
34507,7-9840
34508,1-5905
34509,8-7151
34510,1-3554
34511,5-1853
34512,5-9104
34513,6-0300
34514,6-8254
34515,2-0269
34516,2-8138
34517,1-6052
34518,6-6024
34519,3-9112
34520,8-4499
34521,5-2126
34522,6-7236
34523,8-1559
34524,6-6776
34525,8-2755
34526,2-7136
34527,4-7334
34528,3-9737
34529,8-5003
34530,2-7690
34531,6-7124
34532,7-8921
34533,7-5308
34534,2-7516
34535,1-2511
34536,2-7795
34537,8-0951
34538,5-1105
34539,6-4025
34540,6-7249
34541,6-4565
34542,2-9627
34543,1-8120
34544,2-8045
34545,6-1086
34546,2-6966
34547,7-3886
34548,1-7421
34549,5-6810
34550,1-6150
34551,3-7610
34552,7-8269
34553,7-4806
34554,2-4637
34555,5-9356
34556,6-3487
34557,2-7844
34558,4-7622
34559,7-1739
34560,2-7794
34561,1-1604
34562,8-3294
34563,1-1350
34564,3-7848
34565,6-0458
34566,4-2162
34567,1-1195
34568,8-2155
34569,3-2144
34570,2-9261
34571,8-6464
34572,7-7461
34573,5-5743
34574,3-9043
34575,4-2502
34576,3-5154
34577,5-3564
34578,1-4742
34579,5-9794
34580,8-4950
34581,2-6230
34582,8-2942
34583,2-9183
34584,4-1155
34585,1-2359
34586,8-5103
34587,7-4298
34588,7-9002
34589,2-6700
34590,2-1676
34591,1-8983
34592,2-0472
34593,1-0948
34594,5-7176
34595,3-5070
34596,5-0162
34597,1-8729
34598,6-8197
34599,8-9638
34600,7-5369
34601,1-8491
34602,6-6162
34603,4-6649
34604,1-1634
34605,7-1788
34606,7-7594
34607,6-6684
34608,7-9387
34609,6-7332
34610,3-4419
34611,3-5691
34612,3-7698
34613,4-3685
34614,8-2500
34615,6-3541
34616,5-5758
34617,7-4310
34618,1-5205
34619,7-1534
34620,2-1030
34621,3-7216
34622,5-4282
34623,8-5011
34624,3-0102
34625,4-1605
34626,6-6699
34627,1-5229
34628,5-2194
34629,3-6407
34630,6-2668
34631,4-0664
34632,7-0321
34633,2-1394
34634,8-0289
34635,8-1043
34636,1-4788
34637,2-3555
34638,5-3652
34639,6-2788
34640,8-7541
34641,3-1742
34642,4-3457
34643,8-8116
34644,3-1097
34645,5-1449
34646,1-7734
34647,3-6675
34648,1-1853
34649,1-6003
34650,3-6954
34651,1-7681
34652,1-8339
34653,7-7358
34654,6-9429
34655,3-8884
34656,5-7524
34657,4-9560
34658,3-5721
34659,5-5612
34660,5-6984
34661,5-5646
34662,7-5165
34663,1-2436
34664,3-0423
34665,5-1367
34666,3-2883
34667,8-6080
34668,8-3562
34669,5-6350
34670,1-1243
34671,2-2204
34672,2-4441
34673,8-8978
34674,8-8965
34675,5-1036
34676,6-1254
34677,6-0311
34678,2-4102
34679,7-5336
34680,1-9545
34681,5-4053
34682,5-2728
34683,7-5839
34684,4-8624
34685,8-3189
34686,3-2826
34687,7-1959
34688,1-6046
34689,7-7570
34690,5-5805
34691,6-4928
34692,6-8403
34693,3-4230
34694,2-1522
34695,1-8783
34696,1-8638
34697,8-0449
34698,7-8871
34699,4-3285
34700,2-3721
34701,5-3109
34702,2-7352
34703,7-2920
34704,3-5752
34705,1-4171
34706,8-7084
34707,4-3025
34708,8-0149
34709,3-3729
34710,7-7159
34711,4-9869
34712,3-8390
34713,5-6571
34714,3-2907
34715,7-5360
34716,1-3461
34717,6-9635
34718,2-3517
34719,2-4870
34720,3-2638
34721,8-8350
34722,2-4245
34723,2-4849
34724,5-7351
34725,2-6267
34726,3-4898
34727,4-7633
34728,8-0451
34729,5-2255
34730,7-2285
34731,2-8683
34732,2-3933
34733,1-8346
34734,3-7837
34735,2-1770
34736,7-2619
34737,6-7588
34738,2-4725
34739,4-4359
34740,8-8680
34741,1-0274
34742,7-3839
34743,2-4769
34744,2-2947
34745,5-4597
34746,7-3159
34747,1-0917
34748,3-6206
34749,6-3918
34750,5-1626
34751,8-2340
34752,2-1053
34753,3-9447
34754,4-2073
34755,5-0364
34756,8-3062
34757,5-1817
34758,3-5091
34759,2-9731
34760,8-3789
34761,2-0715
34762,2-0044
34763,4-9977
34764,4-2055
34765,3-6635
34766,4-0671
34767,5-0715
34768,2-3525
34769,4-9590
34770,5-9922
34771,6-3536
34772,8-0878
34773,5-6562
34774,7-8234
34775,6-9753
34776,2-7829
34777,7-4520
34778,6-5714
34779,4-2578
34780,8-1558
34781,3-3845
34782,3-0831
34783,1-7302
34784,4-2053
34785,1-6140
34786,8-8681
34787,5-0683
34788,5-7495
34789,1-5498
34790,2-6504
34791,2-7908
34792,1-1130
34793,3-5329
34794,7-4762
34795,3-6700
34796,4-6823
34797,1-7064
34798,5-6044
34799,7-1295
34800,2-1896
34801,4-3564
34802,3-5879
34803,6-3357
34804,3-4044
34805,7-3945
34806,6-8583
34807,8-2563
34808,1-0922
34809,8-2475
34810,1-3611
34811,6-8813
34812,5-6060
34813,6-2838
34814,3-3828
34815,4-0079
34816,4-4311
34817,3-9702
34818,7-8976
34819,5-7632
34820,7-8847
34821,1-0409
34822,3-2046
34823,4-1398
34824,7-3967
34825,5-4317
34826,5-1788
34827,5-9511
34828,6-8725
34829,7-6647
34830,8-6343
34831,8-1262
34832,4-9829
34833,4-4828
34834,1-3566
34835,5-3634
34836,4-1667
34837,5-4882
34838,3-3779
34839,8-3400
34840,7-6634
34841,7-5849
34842,6-4790
34843,4-5383
34844,1-4688
34845,1-8830
34846,1-6049
34847,2-3311
34848,5-4243
34849,3-8033
34850,6-6464
34851,4-8603
34852,3-5448
34853,4-8785
34854,2-2235
34855,4-5632
34856,4-0480
34857,4-5392
34858,4-3065
34859,3-4727
34860,3-8728
34861,6-7644
34862,4-0262
34863,8-0855
34864,3-3711
34865,6-6944
34866,3-1888
34867,1-5531
34868,3-0600
34869,5-9257
34870,1-7935
34871,2-9344
34872,2-1003
34873,1-1262
34874,2-9917
34875,5-3619
34876,2-2983
34877,7-2770
34878,7-8453
34879,3-2098
34880,7-0748
34881,8-3703
34882,8-0986
34883,3-9796
34884,5-4167
34885,6-7580
34886,5-7746
34887,4-0575
34888,7-9396
34889,5-9227
34890,3-2340
34891,6-7783
34892,1-0747
34893,4-2286
34894,4-5106
34895,2-6139
34896,6-2372
34897,6-7372
34898,2-1708
34899,2-5418
34900,8-9370
34901,3-6619
34902,4-0168
34903,2-9378
34904,8-2199
34905,5-0631
34906,1-8058
34907,8-7941
34908,8-4620
34909,3-2184
34910,4-0348
34911,8-0538
34912,6-9833
34913,5-4393
34914,4-2338
34915,5-4037
34916,5-3014
34917,6-8902
34918,3-9126
34919,1-4708
34920,8-6879
34921,1-4244
34922,6-7194
34923,7-4231
34924,1-9492
34925,3-3791
34926,5-2863
34927,8-2195
34928,8-1054
34929,3-3204
34930,5-3173
34931,8-4598
34932,6-3837
34933,2-9695
34934,4-6442
34935,2-8686
34936,6-9805
34937,8-5331
34938,2-7681
34939,1-3826
34940,1-7561
34941,8-7096
34942,6-5367
34943,5-2035
34944,5-6246
34945,3-3509
34946,5-1321
34947,3-9069
34948,5-8418
34949,7-7507
34950,3-9514
34951,2-3287
34952,5-4696
34953,8-3490
34954,6-3625
34955,6-3483
34956,7-7912
34957,3-4239
34958,8-0940
34959,2-5970
34960,4-4931
34961,6-9679
34962,6-8452
34963,3-5302
34964,1-3045
34965,3-8408
34966,6-3666
34967,7-9229
34968,5-3304
34969,5-3141
34970,1-2104
34971,2-4429
34972,4-5121
34973,8-2165
34974,2-9533
34975,1-4518
34976,4-3988
34977,7-2954
34978,8-6412
34979,4-2924
34980,7-4467
34981,4-4679
34982,7-6320
34983,5-5660
34984,3-7090
34985,1-5951
34986,2-7309
34987,2-0170
34988,6-0817
34989,8-2080
34990,2-2317
34991,5-5547
34992,3-3966
34993,8-2342
34994,8-2297
34995,8-3407
34996,8-9178
34997,1-0448
34998,8-0576
34999,7-1759
35000,8-8317
35001,7-1771
35002,3-6255
35003,3-8661
35004,8-9610
35005,7-6887
35006,8-3172
35007,1-3813
35008,8-3461
35009,3-8073
35010,5-0385
35011,8-8163
35012,5-9442
35013,5-6347
35014,6-9674
35015,8-4817
35016,8-4101
35017,1-8573
35018,1-7685
35019,5-2131
35020,8-8622
35021,3-2375
35022,4-3298
35023,1-0775
35024,7-5629
35025,4-7649
35026,2-2011
35027,2-3673
35028,7-1891
35029,5-2434
35030,3-6256
35031,6-1477
35032,1-0391
35033,4-1635
35034,5-8093
35035,3-4082
35036,1-1985
35037,3-3212
35038,4-2469
35039,7-3979
35040,1-0260
35041,3-8937
35042,6-6005
35043,8-5735
35044,5-8198
35045,6-8164
35046,3-0799
35047,4-6259
35048,8-0443
35049,3-4442
35050,4-9657
35051,2-1904
35052,2-6663
35053,4-1095
35054,5-4746
35055,6-1264
35056,3-2905
35057,4-3181
35058,3-2391
35059,3-1757
35060,3-8296
35061,6-6768
35062,4-6642
35063,1-7020
35064,2-3112
35065,6-0433
35066,3-6116
35067,6-2965
35068,1-6652
35069,3-1159
35070,6-0454
35071,8-4611
35072,2-3554
35073,2-9434
35074,7-3321
35075,3-1090
35076,4-5553
35077,2-1487
35078,4-6600
35079,7-9937
35080,7-0415
35081,6-7784
35082,6-9930
35083,4-6534
35084,8-3423
35085,3-7587
35086,6-3800
35087,4-7781
35088,8-9757
35089,3-2124
35090,5-7499
35091,4-0154
35092,7-3006
35093,5-2406
35094,2-3592
35095,2-0640
35096,3-4041
35097,5-1391
35098,3-9042
35099,4-8557
35100,8-8860
35101,1-4753
35102,2-7054
35103,6-0310
35104,1-4073
35105,7-2640
35106,5-3311
35107,2-8939
35108,3-3664
35109,1-9041
35110,4-8112
35111,5-0349
35112,3-6295
35113,5-6027
35114,8-4471
35115,4-8499
35116,1-3916
35117,3-6652
35118,5-3318
35119,7-0385
35120,8-8301
35121,1-1816
35122,8-2692
35123,7-9394
35124,2-8930
35125,6-9910
35126,1-1850
35127,2-4288
35128,7-9843
35129,3-6461
35130,5-5038
35131,4-6925
35132,5-6761
35133,4-6433
35134,1-6881
35135,7-9062
35136,6-3664
35137,2-2145
35138,8-5236
35139,8-0764
35140,7-3958
35141,2-6519
35142,3-3119
35143,1-2282
35144,1-7745
35145,3-5142
35146,4-3691
35147,5-7596
35148,5-6069
35149,1-2321
35150,3-3136
35151,3-3602
35152,5-2360
35153,4-4092
35154,2-8115
35155,7-4511
35156,2-7162
35157,7-8442
35158,2-7743
35159,4-4794
35160,2-6818
35161,1-0340
35162,4-1172
35163,2-5632
35164,5-2122
35165,5-4766
35166,3-0777
35167,1-7643
35168,6-8871
35169,2-5522
35170,8-2104
35171,4-5476
35172,4-5133
35173,1-8683
35174,7-6593
35175,4-0365
35176,4-9065
35177,2-7415
35178,6-8190
35179,4-7158
35180,6-1267
35181,8-0696
35182,8-0175
35183,4-9149
35184,6-9055
35185,3-8834
35186,4-4884
35187,3-4580
35188,5-1727
35189,4-4009
35190,4-4335
35191,2-0303
35192,8-1297
35193,3-9749
35194,7-3367
35195,2-3444
35196,2-2374
35197,1-4629
35198,4-0984
35199,2-7816
35200,7-5231
35201,6-8139
35202,4-0244
35203,3-3469
35204,6-0153
35205,3-9822
35206,2-7336
35207,4-6093
35208,5-7727
35209,1-1891
35210,1-0834
35211,5-8667
35212,3-9316
35213,1-3612
35214,7-2617
35215,5-3226
35216,2-3140
35217,5-4442
35218,7-0145
35219,5-0249
35220,4-8177
35221,6-8942
35222,5-8192
35223,7-7987
35224,7-7389
35225,8-6973
35226,2-4789
35227,4-9155
35228,2-3536
35229,7-5785
35230,8-0750
35231,8-1198
35232,4-5850
35233,6-1417
35234,5-6327
35235,4-0979
35236,4-9546
35237,8-1282
35238,5-7894
35239,7-7568
35240,6-6499
35241,2-6459
35242,1-9617
35243,5-8706
35244,6-0767
35245,2-9547
35246,8-4267
35247,8-4336
35248,4-6315
35249,5-2314
35250,3-6584
35251,1-5469
35252,1-2883
35253,4-2959
35254,5-7371
35255,5-9205
35256,5-7698
35257,2-8153
35258,2-0364
35259,3-8539
35260,3-7869
35261,6-5044
35262,4-4820
35263,8-6712
35264,2-0759
35265,3-3265
35266,6-1560
35267,1-6904
35268,3-7602
35269,2-1410
35270,4-3833
35271,7-2392
35272,3-3825
35273,8-6373
35274,1-5222
35275,6-1309
35276,8-6378
35277,2-0554
35278,3-0222
35279,4-9649
35280,8-4722
35281,1-2165
35282,6-4376
35283,4-1456
35284,3-9608
35285,2-4360
35286,5-1253
35287,5-3722
35288,5-3617
35289,4-5814
35290,8-1601
35291,6-3799
35292,5-0276
35293,7-9223
35294,4-8199
35295,2-7439
35296,7-7651
35297,1-6919
35298,2-3806
35299,4-1342
35300,5-3079
35301,7-3714
35302,4-2223
35303,7-3046
35304,7-1683
35305,7-4719
35306,8-8608
35307,5-1931
35308,2-9974
35309,6-2448
35310,6-4444
35311,6-9149
35312,3-9073
35313,4-4644
35314,4-7120
35315,8-2143
35316,3-1548
35317,4-3175
35318,1-9503
35319,7-2590
35320,8-0531
35321,6-6013
35322,1-3413
35323,5-4491
35324,4-0655
35325,8-7480
35326,7-2535
35327,6-3027
35328,5-5556
35329,4-1384
35330,2-9516
35331,6-6212
35332,4-9715
35333,6-4979
35334,5-7956
35335,1-6836
35336,2-4126
35337,2-8550
35338,4-6985
35339,1-9095
35340,2-2339
35341,6-5803
35342,8-8453
35343,8-5433
35344,3-9078
35345,6-5370
35346,4-2323
35347,6-0618
35348,6-4110
35349,1-2234
35350,4-6566
35351,8-9516
35352,2-8247
35353,3-8088
35354,5-5845
35355,2-9906
35356,2-3332
35357,1-3802
35358,5-1772
35359,1-0985
35360,6-1443
35361,3-4795
35362,6-0828
35363,1-2300
35364,1-2189
35365,7-4344
35366,7-6374
35367,2-3186
35368,1-7327
35369,7-8427
35370,2-2862
35371,1-0002
35372,1-7809
35373,8-6817
35374,8-9289
35375,7-0448
35376,1-9399
35377,6-1103
35378,2-7413
35379,2-3585
35380,3-4023
35381,5-5897
35382,3-5885
35383,6-5060
35384,4-0546
35385,8-9554
35386,6-8282
35387,5-2764
35388,4-9041
35389,3-5820
35390,1-0676
35391,8-9564
35392,7-1691
35393,1-1103
35394,1-2623
35395,2-9379
35396,4-3714
35397,2-1612
35398,8-1257
35399,7-3711
35400,4-7614
35401,8-1616
35402,7-4594
35403,6-7310
35404,1-1109
35405,4-5947
35406,3-0488
35407,6-1037
35408,3-9437
35409,3-3429
35410,2-0424
35411,8-4095
35412,7-7426
35413,7-7844
35414,4-4682
35415,2-5857
35416,3-0319
35417,1-8121
35418,6-4873
35419,3-3617
35420,4-6120
35421,5-7627
35422,6-1688
35423,5-4048
35424,7-1514
35425,3-8074
35426,7-5757
35427,1-0140
35428,2-6293
35429,1-2342
35430,7-4546
35431,5-2461
35432,2-6843
35433,2-8315
35434,6-1539
35435,3-6006
35436,8-6231
35437,6-9379
35438,8-5348
35439,6-3445
35440,3-1320
35441,6-6408
35442,1-9494
35443,2-4563
35444,7-9940
35445,4-8906
35446,5-1145
35447,1-1782
35448,3-8108
35449,4-7383
35450,1-7548
35451,2-9621
35452,4-1266
35453,2-1906
35454,4-1343
35455,3-2454
35456,3-1920
35457,3-2810
35458,8-8186
35459,8-4989
35460,8-1491
35461,6-3051
35462,3-0237
35463,6-1400
35464,5-8704
35465,3-5770
35466,8-0282
35467,3-7368
35468,8-9215
35469,2-3979
35470,6-9554
35471,2-1508
35472,7-7003
35473,3-0386
35474,7-3869
35475,6-1634
35476,2-0224
35477,5-3575
35478,6-2434
35479,5-8692
35480,5-6722
35481,6-3121
35482,2-4620
35483,1-3321
35484,3-4789
35485,6-9489
35486,4-0022
35487,3-7812
35488,7-7727
35489,6-1359
35490,6-5079
35491,6-3440
35492,7-5597
35493,6-0965
35494,1-6142
35495,3-0338
35496,7-5461
35497,3-1061
35498,4-3868
35499,4-0771
35500,7-9635
35501,4-4190
35502,5-8817
35503,4-3118
35504,6-0523
35505,1-5166
35506,6-9391
35507,5-9617
35508,1-2266
35509,7-1742
35510,4-7985
35511,6-1193
35512,5-6374
35513,4-2388
35514,4-1640
35515,6-0260
35516,2-9975
35517,3-5682
35518,3-0779
35519,4-4996
35520,3-9041
35521,8-6252
35522,7-1135
35523,4-0078
35524,3-3260
35525,2-3269
35526,6-3574
35527,1-0398
35528,7-8704
35529,6-4284
35530,8-1948
35531,5-7330
35532,4-3720
35533,8-4794
35534,4-6177
35535,8-3575
35536,6-7624
35537,5-5803
35538,4-8965
35539,1-0329
35540,1-4212
35541,4-6459
35542,3-2747
35543,4-9077
35544,4-1272
35545,8-0326
35546,5-8416
35547,8-4987
35548,1-0591
35549,3-7732
35550,5-3092
35551,4-3953
35552,1-6237
35553,6-3611
35554,3-2461
35555,5-1471
35556,7-1436
35557,3-0915
35558,6-4085
35559,6-4590
35560,2-1345
35561,6-4698
35562,7-8102
35563,3-7403
35564,5-6912
35565,4-8901
35566,3-1699
35567,8-2227
35568,8-2208
35569,8-6975
35570,5-4301
35571,3-7439
35572,5-0038
35573,5-9502
35574,1-5660
35575,6-8457
35576,8-2457
35577,7-1097
35578,4-3604
35579,7-7712
35580,4-7791
35581,1-8664
35582,6-7373
35583,7-3383
35584,1-2387
35585,7-6191
35586,2-2854
35587,6-9618
35588,1-8666
35589,4-3592
35590,8-0766
35591,8-9615
35592,2-9827
35593,5-3255
35594,1-8097
35595,3-9047
35596,8-8900
35597,2-5234
35598,7-1017
35599,2-9993
35600,6-9044
35601,5-7283
35602,5-2522
35603,4-6620
35604,6-7524
35605,6-7862
35606,5-3020
35607,5-4494
35608,5-4950
35609,2-2675
35610,2-7194
35611,2-9365
35612,4-2973
35613,2-0823
35614,4-0485
35615,1-8349
35616,4-3301
35617,6-6105
35618,5-7655
35619,4-7654
35620,5-7955
35621,1-1752
35622,6-3446
35623,8-0902
35624,7-6922
35625,5-7593
35626,4-8980
35627,1-4240
35628,8-0486
35629,3-5723
35630,3-1954
35631,2-7494
35632,1-8071
35633,3-4668
35634,3-7875
35635,4-8414
35636,8-5475
35637,1-1429
35638,6-0657
35639,1-4528
35640,5-7243
35641,2-4863
35642,5-9515
35643,5-5600
35644,7-0969
35645,4-8897
35646,2-7068
35647,6-4030
35648,6-2687
35649,3-4712
35650,2-5523
35651,5-5901
35652,4-4656
35653,6-3543
35654,2-8101
35655,7-9978
35656,6-5630
35657,3-7463
35658,8-1403
35659,1-3432
35660,5-5771
35661,5-6450
35662,1-4242
35663,5-0941
35664,2-7366
35665,5-2301
35666,8-6040
35667,1-4622
35668,3-4247
35669,5-7905
35670,4-2205
35671,5-8901
35672,5-2742
35673,3-2235
35674,3-9677
35675,5-6263
35676,8-9375
35677,7-0806
35678,3-5044
35679,5-4748
35680,7-2764
35681,1-2935
35682,4-5147
35683,6-7437
35684,7-8050
35685,3-3844
35686,8-5783
35687,6-3091
35688,3-8131
35689,6-1822
35690,6-2482
35691,4-0396
35692,7-1602
35693,8-9868
35694,4-7809
35695,5-4420
35696,1-1470
35697,6-3020
35698,5-4888
35699,1-8624
35700,6-9436
35701,6-4784
35702,2-8396
35703,3-7371
35704,5-9873
35705,2-2030
35706,6-0284
35707,4-8966
35708,2-4103
35709,2-0174
35710,5-3613
35711,4-0300
35712,5-5651
35713,3-2162
35714,5-6645
35715,2-4750
35716,7-3492
35717,4-9326
35718,7-6781
35719,4-6479
35720,7-0639
35721,8-9142
35722,6-6612
35723,2-6566
35724,6-6291
35725,6-6678
35726,6-4311
35727,1-3933
35728,1-8601
35729,3-4382
35730,5-9716
35731,8-7588
35732,5-6837
35733,4-2512
35734,3-8761
35735,3-4291
35736,6-1057
35737,2-9092
35738,6-3377
35739,2-3602
35740,5-3138
35741,3-2497
35742,7-3789
35743,2-3190
35744,7-3751
35745,2-6006
35746,3-0733
35747,1-2502
35748,5-5575
35749,1-8261
35750,3-3150
35751,6-0391
35752,5-0939
35753,4-7294
35754,8-6588
35755,1-6933
35756,4-1836
35757,7-0402
35758,3-1538
35759,7-1409
35760,4-8633
35761,1-4885
35762,4-1349
35763,4-3009
35764,8-4433
35765,8-6665
35766,6-8081
35767,5-7440
35768,1-8924
35769,2-1613
35770,7-7284
35771,3-3354
35772,3-1189
35773,4-1672
35774,1-9692
35775,5-6889
35776,1-1286
35777,2-4037
35778,8-2272
35779,7-9980
35780,7-0713
35781,4-4304
35782,5-2325
35783,2-8720
35784,2-1815
35785,8-4279
35786,1-7324
35787,2-3375
35788,2-6657
35789,3-5114
35790,8-7046
35791,6-9051
35792,6-2439
35793,1-8472
35794,1-1802
35795,8-9848
35796,8-0026
35797,5-3989
