,lead
11396,1-7051
11397,4-7188
11398,5-7911
11399,3-1620
11400,5-2096
11401,2-1954
11402,6-0599
11403,2-6087
11404,2-6056
11405,3-8608
11406,7-9360
11407,7-7454
11408,5-8804
11409,1-7370
11410,4-4970
11411,8-7007
11412,8-9945
11413,2-7075
11414,6-4203
11415,7-5742
11416,8-6714
11417,7-0034
11418,1-3102
11419,8-2117
11420,8-8604
11421,8-7162
11422,4-3860
11423,2-0480
11424,5-3017
11425,7-0998
11426,1-6353
11427,5-2517
11428,7-7493
11429,6-3032
11430,8-6733
11431,1-9460
11432,3-7635
11433,6-3394
11434,1-8928
11435,1-7717
11436,6-3205
11437,5-7747
11438,3-9537
11439,2-3582
11440,2-4956
11441,1-7933
11442,2-1384
11443,8-1418
11444,8-7874
11445,5-1285
11446,6-0359
11447,8-6727
11448,8-1777
11449,8-4034
11450,7-2201
11451,8-3056
11452,1-3262
11453,2-1554
11454,6-7969
11455,7-1090
11456,7-9920
11457,2-9294
11458,8-2230
11459,8-8101
11460,1-2274
11461,6-4349
11462,6-7787
11463,5-4794
11464,1-2031
11465,3-8945
11466,7-8589
11467,8-6404
11468,3-8118
11469,1-1586
11470,7-0301
11471,1-4629
11472,1-0861
11473,6-4527
11474,5-4876
11475,4-8560
11476,2-8293
11477,6-8504
11478,1-9105
11479,3-4183
11480,6-4561
11481,4-3379
11482,1-8654
11483,5-4004
11484,5-7637
11485,1-5816
11486,1-3999
11487,7-0677
11488,2-9666
11489,1-5156
11490,4-7843
11491,1-6647
11492,2-0054
11493,5-5646
11494,8-6566
11495,6-8459
11496,6-1685
11497,7-0665
11498,8-4644
11499,4-8639
11500,7-5857
11501,1-2460
11502,5-1931
11503,2-3951
11504,5-5525
11505,6-3907
11506,4-8961
11507,8-7578
11508,7-8067
11509,5-8870
11510,4-9880
11511,3-2002
11512,8-1132
11513,1-2528
11514,4-1554
11515,7-0269
11516,7-2431
11517,2-5954
11518,5-7692
11519,7-2389
11520,1-2831
11521,8-4021
11522,8-2222
11523,7-6476
11524,3-5593
11525,3-3948
11526,8-1752
11527,6-7672
11528,1-2820
11529,6-3968
11530,2-1364
11531,8-2217
11532,5-0469
11533,1-2270
11534,1-4474
11535,4-1049
11536,1-6118
11537,5-0462
11538,5-3125
11539,4-4682
11540,2-1253
11541,7-0038
11542,5-1012
11543,2-7952
11544,3-5197
11545,8-9692
11546,8-4320
11547,6-5305
11548,1-7971
11549,3-7590
11550,8-7354
11551,4-0274
11552,3-0767
11553,7-6651
11554,7-9605
11555,4-5152
11556,3-5269
11557,8-3309
11558,8-8286
11559,5-7078
11560,3-5279
11561,1-1460
11562,7-6393
11563,2-6741
11564,8-5319
11565,4-2970
11566,3-9960
11567,7-2402
11568,5-6787
11569,3-4325
11570,1-7824
11571,4-7746
11572,7-3860
11573,6-2860
11574,8-3609
11575,5-0076
11576,8-8433
11577,8-7424
11578,1-6228
11579,3-9690
11580,5-6704
11581,1-0748
11582,8-8146
11583,3-6930
11584,1-6397
11585,6-9259
11586,7-1184
11587,5-9870
11588,3-1567
11589,8-3107
11590,1-4785
11591,8-1595
11592,7-6677
11593,8-8491
11594,8-0451
11595,6-1807
11596,1-2068
11597,1-9623
11598,2-7887
11599,1-0775
11600,6-8883
11601,8-5063
11602,5-9191
11603,6-1486
11604,7-0108
11605,7-8376
11606,2-0452
11607,7-0724
11608,5-7888
11609,7-1903
11610,1-3376
11611,7-2708
11612,2-1681
11613,4-1499
11614,8-7127
11615,6-3998
11616,5-2464
11617,1-3710
11618,1-3191
11619,3-8319
11620,5-8392
11621,5-7472
11622,7-7480
11623,5-9211
11624,3-4995
11625,5-1648
11626,1-8982
11627,1-2633
11628,5-6617
11629,1-8289
11630,6-5391
11631,1-4585
11632,5-3503
11633,1-6255
11634,1-0342
11635,3-2843
11636,3-3094
11637,2-7043
11638,6-2426
11639,3-3327
11640,6-9954
11641,6-3030
11642,7-5989
11643,1-0407
11644,2-9677
11645,1-6573
11646,7-5716
11647,8-9424
11648,2-3266
11649,6-7709
11650,3-7891
11651,5-7079
11652,8-0528
11653,2-6769
11654,7-4580
11655,1-2012
11656,7-9680
11657,5-1249
11658,5-0419
11659,7-5355
11660,3-8997
11661,6-6833
11662,8-4881
11663,8-8232
11664,7-4953
11665,8-8837
11666,4-9900
11667,5-4542
11668,6-8019
11669,5-5503
11670,3-9922
11671,5-3789
11672,7-9405
11673,2-6756
11674,3-4762
11675,4-7254
11676,3-9340
11677,8-4011
11678,8-6827
11679,1-0086
11680,8-0805
11681,6-6064
11682,4-4654
11683,2-0940
11684,2-7354
11685,2-3098
11686,1-7007
11687,8-4862
11688,5-5846
11689,1-3567
11690,1-8099
11691,6-0495
11692,5-3895
11693,8-4487
11694,4-1862
11695,5-5235
11696,1-9364
11697,8-5648
11698,2-7012
11699,6-7414
11700,2-0796
11701,1-7680
11702,5-2475
11703,7-0313
11704,6-4295
11705,6-0160
11706,7-2889
11707,5-1675
11708,7-4495
11709,7-1665
11710,6-6591
11711,6-1221
11712,5-1956
11713,5-1083
11714,1-6863
11715,7-9027
11716,8-1435
11717,8-9317
11718,4-5870
11719,7-5576
11720,8-8942
11721,1-5220
11722,3-2511
11723,6-9792
11724,7-4248
11725,5-1650
11726,3-0046
11727,5-4233
11728,1-4151
11729,8-9612
11730,6-7035
11731,3-2126
11732,4-7541
11733,1-3240
11734,3-0496
11735,5-1519
11736,6-7433
11737,7-7340
11738,5-3197
11739,3-2101
11740,7-3827
11741,5-6686
11742,7-1078
11743,4-3497
11744,6-4807
11745,3-6709
11746,5-7177
11747,6-8189
11748,7-3765
11749,8-4363
11750,6-3251
11751,5-0688
11752,6-9985
11753,6-2504
11754,5-1391
11755,7-2538
11756,5-5677
11757,7-4760
11758,7-2011
11759,5-1321
11760,5-5748
11761,5-5152
11762,1-2200
11763,7-5507
11764,7-9137
11765,1-2502
11766,1-8787
11767,1-0800
11768,2-1363
11769,3-6072
11770,7-9117
11771,6-6407
11772,4-9944
11773,6-1671
11774,7-7820
11775,3-5387
11776,3-2175
11777,6-6786
11778,8-6760
11779,5-4806
11780,1-8224
11781,3-3747
11782,3-6431
11783,5-5506
11784,7-0847
11785,5-1054
11786,6-5620
11787,5-5120
11788,4-1274
11789,5-5769
11790,8-9484
11791,6-3025
11792,4-3572
11793,6-0817
11794,4-1444
11795,8-5676
11796,3-9882
11797,5-4325
11798,6-4093
11799,8-7316
11800,5-2267
11801,8-9729
11802,6-7911
11803,5-6098
11804,7-7565
11805,7-4158
11806,6-6561
11807,6-9354
11808,1-1053
11809,5-2854
11810,6-1762
11811,1-5719
11812,6-7167
11813,4-9092
11814,4-1250
11815,4-5959
11816,6-8309
11817,4-4439
11818,8-5968
11819,1-9447
11820,3-4115
11821,5-5228
11822,1-3624
11823,5-0748
11824,6-2454
11825,3-7327
11826,6-7282
11827,1-2742
11828,1-6992
11829,4-3658
11830,4-6346
11831,1-1846
11832,8-5314
11833,2-0865
11834,6-1166
11835,5-4476
11836,2-8462
11837,1-2010
11838,6-1656
11839,7-8349
11840,6-4849
11841,8-1562
11842,2-0849
11843,4-1269
11844,5-5300
11845,3-7021
11846,3-7799
11847,6-1407
11848,6-4266
11849,7-8128
11850,7-1455
11851,7-2354
11852,1-1670
11853,1-1555
11854,8-5766
11855,8-7422
11856,2-1567
11857,7-3756
11858,1-1922
11859,3-2048
11860,5-7376
11861,5-0184
11862,7-7909
11863,7-8276
11864,1-0315
11865,5-4006
11866,6-1998
11867,1-1832
11868,3-9550
11869,2-1677
11870,7-2316
11871,8-6589
11872,8-5097
11873,7-2516
11874,3-4501
11875,8-8117
11876,5-8595
11877,3-5639
11878,8-6801
11879,3-8192
11880,3-5457
11881,7-0303
11882,2-8786
11883,6-2484
11884,3-1574
11885,4-8396
11886,4-9285
11887,1-7410
11888,7-1020
11889,4-2967
11890,6-2487
11891,8-8316
11892,6-8348
11893,4-8400
11894,5-0717
11895,2-3048
11896,4-0567
11897,3-7428
11898,5-4985
11899,1-9850
11900,3-2086
11901,7-1009
11902,4-3669
11903,3-5873
11904,7-5705
11905,5-5362
11906,3-5100
11907,1-5182
11908,3-4549
11909,7-3048
11910,4-0641
11911,6-4026
11912,8-5139
11913,1-4625
11914,7-6507
11915,6-8148
11916,1-2171
11917,4-3161
11918,7-2724
11919,1-1110
11920,8-4613
11921,7-1297
11922,7-1821
11923,1-4982
11924,6-0531
11925,1-7436
11926,4-8154
11927,8-8633
11928,5-5119
11929,6-0102
11930,6-7991
11931,4-9795
11932,1-4404
11933,1-2508
11934,4-3647
11935,4-5358
11936,8-3851
11937,7-9017
11938,7-6107
11939,6-3169
11940,3-5918
11941,2-9354
11942,8-9325
11943,5-0847
11944,8-1986
11945,6-1819
11946,4-8653
11947,5-6481
11948,8-5497
11949,6-1069
11950,8-7753
11951,8-4433
11952,6-4501
11953,4-2041
11954,2-7288
11955,2-4487
11956,6-9545
11957,4-7352
11958,8-6443
11959,1-1503
11960,4-1860
11961,5-4701
11962,8-7332
11963,8-8719
11964,8-5714
11965,5-2503
11966,1-2710
11967,1-4705
11968,7-8841
11969,5-8466
11970,4-8191
11971,2-7977
11972,8-3491
11973,8-2809
11974,1-9326
11975,5-9427
11976,1-8603
11977,6-8853
11978,7-5609
11979,6-5425
11980,3-9282
11981,2-4140
11982,1-0978
11983,4-3382
11984,6-0618
11985,3-1197
11986,3-1766
11987,3-4314
11988,7-2478
11989,8-6614
11990,3-1982
11991,7-7267
11992,7-5796
11993,6-2410
11994,2-3365
11995,3-6957
11996,4-4551
11997,7-9935
11998,7-9976
11999,6-2892
12000,5-9126
12001,5-7526
12002,7-0170
12003,3-5399
12004,8-2829
12005,5-0383
12006,7-3669
12007,5-5724
12008,3-0091
12009,6-2669
12010,4-0964
12011,1-2205
12012,2-6397
12013,6-2466
12014,5-1957
12015,4-5550
12016,3-3470
12017,3-3004
12018,7-2326
12019,6-4766
12020,2-3479
12021,3-3396
12022,8-5919
12023,2-5055
12024,2-8054
12025,2-0171
12026,4-0252
12027,8-5594
12028,5-2446
12029,1-6657
12030,4-8740
12031,8-5056
12032,2-3761
12033,4-2939
12034,3-9361
12035,4-8964
12036,8-5325
12037,5-8515
12038,5-7907
12039,6-3187
12040,1-0706
12041,8-1151
12042,7-5044
12043,3-0822
12044,3-0759
12045,6-1597
12046,6-8492
12047,7-6518
12048,1-2789
12049,5-7962
12050,2-6389
12051,1-9339
12052,3-6498
12053,7-0958
12054,2-7578
12055,7-6703
12056,4-7673
12057,2-0554
12058,5-5880
12059,5-9262
12060,2-1584
12061,6-1524
12062,1-4413
12063,4-0078
12064,3-8490
12065,6-1283
12066,7-5563
12067,3-2983
12068,2-2047
12069,3-4230
12070,3-1424
12071,3-7982
12072,3-4961
12073,5-1466
12074,3-3517
12075,6-8684
12076,7-2744
12077,2-5251
12078,6-8341
12079,8-0093
12080,5-5989
12081,3-2179
12082,6-4368
12083,2-8252
12084,3-0745
12085,3-5785
12086,3-0282
12087,2-7962
12088,5-3884
12089,3-8225
12090,7-5081
12091,6-4557
12092,7-7531
12093,7-5577
12094,5-9388
12095,6-6225
12096,1-6907
12097,1-5320
12098,1-8815
12099,7-8035
12100,6-9898
12101,5-1558
12102,6-1116
12103,8-4624
12104,4-3281
12105,5-0070
12106,4-9567
12107,6-4515
12108,8-5638
12109,3-6658
12110,1-6517
12111,5-2178
12112,8-5235
12113,3-5910
12114,6-2262
12115,1-9063
12116,1-3629
12117,5-4167
12118,5-2563
12119,3-3331
12120,7-7359
12121,3-9546
12122,8-6196
12123,7-3017
12124,3-6231
12125,1-6098
12126,2-6390
12127,7-8474
12128,8-6215
12129,1-9384
12130,4-9777
12131,2-4356
12132,5-9231
12133,3-4946
12134,6-7394
12135,8-3067
12136,7-5801
12137,3-3794
12138,3-7377
12139,4-8085
12140,5-4600
12141,8-4125
12142,3-3914
12143,1-6618
12144,3-1997
12145,8-4286
12146,3-7723
12147,3-2399
12148,2-5059
12149,1-5029
12150,7-1243
12151,8-9289
12152,1-7579
12153,3-3262
12154,5-1232
12155,4-9643
12156,5-7695
12157,3-8159
12158,8-0755
12159,4-0082
12160,3-8128
12161,3-5777
12162,8-3278
12163,1-1005
12164,4-8882
12165,6-6518
12166,5-2716
12167,5-0997
12168,6-0022
12169,8-9972
12170,1-5801
12171,5-1508
12172,6-5548
12173,2-7955
12174,3-6932
12175,2-5240
12176,5-4695
12177,8-4022
12178,6-0772
12179,6-5289
12180,8-1129
12181,2-2344
12182,6-4396
12183,2-1579
12184,8-0627
12185,2-6754
12186,6-7770
12187,8-4661
12188,8-3089
12189,8-6065
12190,1-0541
12191,2-0947
12192,3-3246
12193,8-5944
12194,1-3408
12195,1-5572
12196,6-1100
12197,8-4971
12198,3-3932
12199,8-4686
12200,8-9608
12201,7-0775
12202,3-6135
12203,1-0035
12204,5-5693
12205,4-4576
12206,8-4506
12207,6-9824
12208,4-9757
12209,2-7948
12210,7-8813
12211,4-3040
12212,4-9647
12213,7-0649
12214,7-7839
12215,1-2444
12216,1-9754
12217,7-2145
12218,8-2465
12219,8-3280
12220,7-4786
12221,1-4370
12222,1-1463
12223,6-4066
12224,5-2896
12225,1-2737
12226,8-5244
12227,5-9092
12228,3-4570
12229,2-6773
12230,6-3861
12231,5-2378
12232,1-7923
12233,1-0159
12234,3-5756
12235,5-6838
12236,4-6440
12237,4-9793
12238,6-0656
12239,8-7538
12240,7-6395
12241,8-1776
12242,5-0935
12243,2-2541
12244,2-4879
12245,1-7006
12246,3-4109
12247,6-1924
12248,6-9440
12249,3-8234
12250,5-5421
12251,7-4688
12252,2-5997
12253,7-1345
12254,6-9693
12255,4-6961
12256,2-7293
12257,1-9084
12258,6-1036
12259,8-8362
12260,3-3998
12261,8-5920
12262,8-4216
12263,6-4068
12264,8-5020
12265,8-2917
12266,8-4928
12267,4-6551
12268,6-9401
12269,5-9057
12270,4-6565
12271,4-1950
12272,7-5421
12273,2-5878
12274,4-7585
12275,5-2665
12276,5-9363
12277,3-4099
12278,8-4371
12279,3-1150
12280,2-7258
12281,7-0674
12282,8-4844
12283,5-5125
12284,3-0840
12285,7-3615
12286,1-4014
12287,8-6521
12288,8-9921
12289,7-2631
12290,7-6236
12291,7-7187
12292,3-1745
12293,5-8869
12294,6-0014
12295,5-0225
12296,1-4487
12297,7-6815
12298,1-7908
12299,3-0183
12300,7-9608
12301,3-4907
12302,4-0380
12303,7-2407
12304,5-8989
12305,8-3797
12306,7-8079
12307,1-9516
12308,8-8361
12309,1-4737
12310,4-8659
12311,5-5614
12312,3-8495
12313,6-7765
12314,6-8363
12315,3-7809
12316,7-3730
12317,6-1060
12318,6-0410
12319,4-0675
12320,6-6183
12321,2-8091
12322,8-1066
12323,3-8661
12324,8-7475
12325,8-1404
12326,3-6895
12327,8-5505
12328,1-3911
12329,5-7994
12330,1-2749
12331,2-7478
12332,7-7263
12333,2-4298
12334,4-5064
12335,2-3669
12336,4-8667
12337,5-9379
12338,5-7445
12339,7-6455
12340,6-6215
12341,5-6394
12342,3-3473
12343,7-1483
12344,2-2486
12345,3-2752
12346,4-0458
12347,1-2268
12348,4-8753
12349,5-7046
12350,5-4699
12351,6-4011
12352,3-9333
12353,3-2008
12354,3-5500
12355,2-8286
12356,1-5049
12357,7-6839
12358,2-6872
12359,3-2680
12360,3-6228
12361,8-7198
12362,6-1088
12363,5-3353
12364,7-1984
12365,3-8783
12366,1-6481
12367,1-9857
12368,8-0313
12369,1-5925
12370,4-2578
12371,2-9817
12372,8-4842
12373,6-4669
12374,8-6040
12375,5-7847
12376,3-8459
12377,1-8466
12378,7-9924
12379,8-9177
12380,2-9500
12381,7-9674
12382,7-2091
12383,8-3790
12384,7-3731
12385,6-9752
12386,4-5480
12387,4-8794
12388,3-1032
12389,8-0335
12390,7-5294
12391,6-9337
12392,6-5201
12393,3-8984
12394,6-6765
12395,6-3259
12396,7-6503
12397,8-8553
12398,7-1487
12399,4-8697
12400,5-2148
12401,3-9283
12402,4-2669
12403,7-1579
12404,4-8868
12405,1-6839
12406,8-1613
12407,1-3323
12408,8-3270
12409,3-8334
12410,6-8854
12411,6-1443
12412,2-3843
12413,8-0386
12414,6-8131
12415,5-5519
12416,6-4521
12417,8-3674
12418,8-6276
12419,7-9859
12420,2-0759
12421,8-2747
12422,4-3939
12423,5-8100
12424,7-7914
12425,4-0785
12426,5-4451
12427,7-2872
12428,7-3233
12429,2-1763
12430,2-6066
12431,6-6089
12432,4-1861
12433,8-0693
12434,2-9487
12435,1-7992
12436,3-7103
12437,6-3433
12438,5-8529
12439,5-8125
12440,7-9302
12441,6-3044
12442,1-7398
12443,1-8245
12444,3-6955
12445,2-0139
12446,5-7045
12447,3-4200
12448,8-9186
12449,3-3882
12450,1-9115
12451,8-3423
12452,8-6703
12453,3-4380
12454,3-1926
12455,6-0661
12456,4-7164
12457,4-0034
12458,3-3108
12459,3-1621
12460,1-0651
12461,6-2366
12462,3-3749
12463,4-8460
12464,8-3853
12465,5-2846
12466,6-1988
12467,7-1046
12468,3-9809
12469,3-4765
12470,8-5281
12471,8-8275
12472,7-8787
12473,7-5377
12474,6-7619
12475,7-8120
12476,4-4056
12477,1-5196
12478,8-2462
12479,3-7742
12480,1-1231
12481,6-9417
12482,3-0947
12483,5-2269
12484,6-3016
12485,6-9146
12486,8-1117
12487,5-5946
12488,1-3780
12489,7-5024
12490,3-6834
12491,8-6623
12492,4-7051
12493,2-8366
12494,3-9393
12495,1-9337
12496,3-4828
12497,3-5698
12498,7-7018
12499,1-4076
12500,8-9452
12501,7-6784
12502,3-1570
12503,3-8178
12504,2-2163
12505,7-3654
12506,6-0920
12507,3-5615
12508,8-8139
12509,7-7265
12510,5-9227
12511,1-0839
12512,3-3212
12513,3-3931
12514,2-8388
12515,1-9286
12516,4-7186
12517,8-9386
12518,7-4790
12519,3-5997
12520,3-8949
12521,7-3253
12522,4-2668
12523,8-3930
12524,7-9293
12525,1-7484
12526,4-1582
12527,2-4200
12528,5-1243
12529,3-8228
12530,7-3508
12531,1-4108
12532,8-7224
12533,3-5335
12534,1-3022
12535,3-0787
12536,3-4101
12537,2-6958
12538,5-1591
12539,6-9043
12540,4-3579
12541,2-5365
12542,3-9174
12543,2-2382
12544,6-4447
12545,8-5465
12546,2-5583
12547,6-0999
12548,1-9785
12549,3-8298
12550,4-6191
12551,7-8739
12552,7-6971
12553,7-8663
12554,6-6356
12555,5-7402
12556,3-5358
12557,7-7651
12558,1-2829
12559,3-5518
12560,5-5388
12561,2-8660
12562,4-6685
12563,6-1878
12564,1-9946
12565,5-3291
12566,4-3797
12567,6-8483
12568,6-7457
12569,3-7714
12570,4-3591
12571,8-2518
12572,1-1322
12573,5-5123
12574,4-8673
12575,2-7473
12576,1-4973
12577,1-4143
12578,8-8489
12579,8-5781
12580,8-5090
12581,7-4089
12582,3-9491
12583,7-6372
12584,3-4525
12585,5-0715
12586,3-4068
12587,3-8865
12588,7-4893
12589,6-8448
12590,6-2479
12591,8-9175
12592,1-5088
12593,7-5206
12594,1-7731
12595,3-3330
12596,7-4947
12597,6-8898
12598,3-9632
12599,6-9428
12600,5-5184
12601,2-4149
12602,6-0336
12603,1-2704
12604,4-2146
12605,6-7526
12606,6-6044
12607,5-9135
12608,1-6414
12609,3-1029
12610,4-1240
12611,7-8133
12612,4-3375
12613,7-8698
12614,3-9892
12615,5-6314
12616,7-3278
12617,7-0105
12618,3-4768
12619,6-3559
12620,7-7555
12621,8-4583
12622,8-4536
12623,6-5598
12624,2-5473
12625,6-8613
12626,1-6549
12627,6-5165
12628,1-1538
12629,7-2005
12630,8-9271
12631,7-9410
12632,3-8140
12633,7-5811
12634,1-1831
12635,8-2252
12636,4-4299
12637,2-8946
12638,4-4573
12639,7-0934
12640,3-3883
12641,4-2363
12642,8-9568
12643,1-7382
12644,7-9751
12645,7-2111
12646,2-2443
12647,1-6090
12648,7-2525
12649,1-0750
12650,7-5179
12651,5-2616
12652,7-7535
12653,5-4129
12654,2-0263
12655,7-9496
12656,1-1195
12657,1-4963
12658,6-2588
12659,5-5725
12660,7-9026
12661,2-9056
12662,3-0704
12663,3-1221
12664,3-2209
12665,7-4041
12666,5-6549
12667,3-1279
12668,7-2482
12669,8-0453
12670,3-6694
12671,7-2308
12672,2-1691
12673,8-9117
12674,6-3477
12675,8-8871
12676,3-7707
12677,2-2951
12678,8-8000
12679,1-7652
12680,4-9585
12681,3-3719
12682,6-1287
12683,1-6232
12684,5-1876
12685,4-6658
12686,5-0525
12687,4-9961
12688,4-1155
12689,6-4970
12690,6-4914
12691,5-2907
12692,5-5615
12693,5-2326
12694,1-3364
12695,7-9407
12696,5-7810
12697,1-1710
12698,8-2738
12699,7-3052
12700,1-7069
12701,8-0827
12702,3-9958
12703,6-3332
12704,3-9697
12705,5-8335
12706,8-1123
12707,3-4546
12708,6-8650
12709,2-2866
12710,6-3322
12711,6-6829
12712,3-6351
12713,1-4243
12714,8-1168
12715,7-6435
12716,1-2326
12717,3-9838
12718,7-6055
12719,6-5249
12720,8-3583
12721,7-9189
12722,3-2626
12723,6-5849
12724,1-9955
12725,6-1447
12726,8-3252
12727,6-9300
12728,8-5536
12729,5-8519
12730,4-7973
12731,1-3174
12732,7-5148
12733,8-2030
12734,2-6052
12735,5-5200
12736,3-3818
12737,1-5957
12738,1-4356
12739,2-7487
12740,5-3020
12741,1-1983
12742,8-9000
12743,6-4718
12744,1-5646
12745,5-2806
12746,2-9747
12747,6-5465
12748,3-4743
12749,8-1119
12750,8-4064
12751,2-4384
12752,7-6626
12753,5-0398
12754,3-3559
12755,3-9468
12756,4-3244
12757,7-3155
12758,3-8116
12759,3-6656
12760,7-0333
12761,2-3355
12762,8-4958
12763,7-4508
12764,7-8004
12765,3-8499
12766,7-7200
12767,5-7209
12768,1-6773
12769,5-0457
12770,4-5380
12771,7-4379
12772,8-9872
12773,8-9610
12774,8-3223
12775,8-5616
12776,5-9275
12777,8-0589
12778,5-2876
12779,5-1986
12780,7-0320
12781,2-8785
12782,5-0766
12783,5-2311
12784,2-1561
12785,4-2682
12786,6-2881
12787,7-4592
12788,5-2822
12789,8-4677
12790,5-2656
12791,6-9076
12792,6-6972
12793,1-1698
12794,3-2254
12795,6-6640
12796,2-9669
12797,7-3101
12798,4-3359
12799,5-3088
12800,5-0049
12801,2-2399
12802,3-3255
12803,6-7756
12804,1-2382
12805,1-6286
12806,4-5296
12807,8-1551
12808,7-0464
12809,7-6370
12810,5-2702
12811,7-6865
12812,1-8054
12813,7-9135
12814,4-0680
12815,5-9684
12816,6-9138
12817,3-6650
12818,6-9767
12819,8-0550
12820,2-5769
12821,7-8592
12822,4-2664
12823,1-2674
12824,4-7012
12825,7-9282
12826,8-1566
12827,8-0309
12828,3-3235
12829,5-5791
12830,4-5668
12831,8-2466
12832,2-9960
12833,1-4838
12834,4-4049
12835,5-6320
12836,8-6748
12837,7-8452
12838,6-9052
12839,8-2172
12840,1-6302
12841,3-0051
12842,3-6700
12843,7-3867
12844,2-4656
12845,5-7596
12846,3-8028
12847,3-6991
12848,4-4163
12849,7-4959
12850,6-5983
12851,6-6502
12852,5-4868
12853,4-4287
12854,3-5120
12855,3-4947
12856,6-0871
12857,2-1666
12858,2-4142
12859,1-9030
12860,2-3366
12861,6-8674
12862,1-5810
12863,8-2933
12864,8-6824
12865,4-8143
12866,5-8302
12867,2-7848
12868,6-1619
12869,5-4175
12870,1-4839
12871,4-2966
12872,5-5249
12873,5-1178
12874,6-4740
12875,8-0793
12876,1-6493
12877,8-4923
12878,8-8038
12879,8-3173
12880,6-9140
12881,8-4270
12882,4-2200
12883,4-1588
12884,8-4290
12885,6-2903
12886,5-2045
12887,6-5350
12888,6-6230
12889,1-8133
12890,6-1833
12891,3-5692
12892,6-2732
12893,3-1460
12894,6-8820
12895,5-2215
12896,1-1870
12897,4-5262
12898,3-2031
12899,7-8979
12900,3-2443
12901,1-7519
12902,1-7798
12903,3-9944
12904,3-7123
12905,8-3065
12906,8-3349
12907,8-9619
12908,8-5086
12909,4-6374
12910,8-8334
12911,1-3912
12912,5-6220
12913,8-8245
12914,8-7216
12915,7-2675
12916,1-6613
12917,6-3939
12918,3-7677
12919,6-9134
12920,7-2821
12921,1-1738
12922,7-0542
12923,3-8506
12924,1-7049
12925,8-9425
12926,7-6001
12927,6-8280
12928,7-8984
12929,1-9566
12930,1-9291
12931,2-2553
12932,3-4391
12933,1-8648
12934,6-8601
12935,1-6954
12936,3-3928
12937,6-3136
12938,2-7959
12939,6-2543
12940,2-9239
12941,4-9572
12942,4-2878
12943,8-6889
12944,8-3932
12945,3-6637
12946,8-6991
12947,6-0069
12948,1-6575
12949,5-2124
12950,7-0869
12951,7-4263
12952,1-1516
12953,7-9579
12954,6-1518
12955,2-4663
12956,1-4203
12957,2-2263
12958,5-3590
12959,5-9181
12960,3-9799
12961,5-7273
12962,3-0002
12963,4-8550
12964,5-1885
12965,3-4827
12966,8-0130
12967,1-8009
12968,5-1801
12969,8-8255
12970,3-4504
12971,2-8540
12972,8-6797
12973,6-9045
12974,2-9168
12975,3-4422
12976,1-3164
12977,4-2741
12978,3-3406
12979,6-3417
12980,1-2933
12981,1-1981
12982,4-8592
12983,3-1476
12984,3-4442
12985,8-7964
12986,6-0888
12987,8-7650
12988,6-6673
12989,3-6057
12990,6-5162
12991,4-6091
12992,6-1872
12993,5-0376
12994,4-2241
12995,7-3167
12996,7-1654
12997,3-0706
12998,8-1076
12999,6-2283
13000,1-8344
13001,6-1725
13002,3-5040
13003,7-7126
13004,5-6624
13005,8-8888
13006,6-3845
13007,7-3288
13008,6-3794
13009,5-4550
13010,4-9297
13011,8-7315
13012,1-5386
13013,6-0236
13014,3-5737
13015,7-7125
13016,8-7777
13017,4-3593
13018,8-8614
13019,1-2985
13020,8-5206
13021,4-2063
13022,5-5606
13023,6-8723
13024,8-4953
13025,4-7543
13026,7-8041
13027,2-7096
13028,8-8565
13029,6-9976
13030,5-1570
13031,3-8265
13032,5-6355
13033,4-5355
13034,6-8824
13035,1-9743
13036,5-6426
13037,8-3086
13038,4-2386
13039,7-3951
13040,3-3398
13041,3-1002
13042,2-9940
13043,4-0654
13044,5-4416
13045,7-7744
13046,3-4766
13047,4-6894
13048,5-0102
13049,2-2689
13050,8-1571
13051,5-2325
13052,7-8367
13053,8-8699
13054,3-6080
13055,4-2155
13056,3-8206
13057,8-0492
13058,2-6555
13059,5-2725
13060,1-6622
13061,7-9036
13062,7-7722
13063,5-2744
13064,3-6414
13065,4-0880
13066,8-3783
13067,3-9721
13068,5-3773
13069,7-5920
13070,7-2376
13071,8-0468
13072,8-6479
13073,6-6692
13074,4-3843
13075,6-7958
13076,5-5080
13077,5-8184
13078,6-9450
13079,3-1947
13080,8-5500
13081,4-2673
13082,6-9372
13083,2-2939
13084,3-5836
13085,7-3013
13086,1-1836
13087,8-1313
13088,3-4952
13089,5-9184
13090,6-3358
13091,3-7430
13092,2-0259
13093,6-9909
13094,1-9062
13095,4-2552
13096,5-5867
13097,1-7341
13098,2-2889
13099,3-3294
13100,8-5917
13101,7-8162
13102,1-3232
13103,8-7701
13104,4-5894
13105,7-3362
13106,3-1948
13107,1-9161
13108,5-3891
13109,6-4038
13110,8-0143
13111,5-6525
13112,7-1919
13113,3-1271
13114,5-7156
13115,7-9627
13116,4-3897
13117,7-0015
13118,6-2619
13119,2-4991
13120,1-4412
13121,5-5018
13122,8-4208
13123,3-9453
13124,1-6036
13125,1-8095
13126,8-0537
13127,8-7023
13128,8-7468
13129,2-3070
13130,7-6259
13131,6-1193
13132,5-0941
13133,6-1864
13134,6-9175
13135,8-3793
13136,7-0123
13137,1-4415
13138,8-4159
13139,4-5143
13140,8-6256
13141,6-5492
13142,3-8129
13143,2-8174
13144,6-3538
