,lead
30274,2-3139
30275,1-7615
30276,2-0257
30277,3-7480
30278,7-4668
30279,7-8380
30280,8-1226
30281,6-0207
30282,6-9200
30283,3-2093
30284,8-7339
30285,1-0272
30286,7-9873
30287,1-3804
30288,3-5043
30289,3-9466
30290,1-8513
30291,6-5670
30292,3-3700
30293,4-9880
30294,8-5513
30295,2-7705
30296,8-4931
30297,8-6937
30298,8-0757
30299,2-9478
30300,5-1296
30301,6-2136
30302,4-9930
30303,7-0399
30304,3-0478
30305,6-9544
30306,5-5960
30307,3-8586
30308,8-5274
30309,1-5234
30310,8-8349
30311,8-2759
30312,6-1103
30313,5-6915
30314,5-2822
30315,3-8340
30316,8-6146
30317,8-4046
30318,5-1266
30319,2-2467
30320,4-0176
30321,3-7239
30322,4-5388
30323,7-4135
30324,1-2097
30325,8-7223
30326,2-0207
30327,4-8105
30328,4-7654
30329,5-9011
30330,7-7149
30331,1-8121
30332,5-7389
30333,7-1172
30334,1-6048
30335,3-0802
30336,7-7502
30337,2-9923
30338,4-8500
30339,2-2413
30340,1-1421
30341,4-0161
30342,3-7299
30343,1-6884
30344,1-5042
30345,5-0727
30346,5-2369
30347,8-1813
30348,1-8614
30349,5-3699
30350,8-6505
30351,4-6910
30352,5-8363
30353,7-1357
30354,6-4402
30355,6-7483
30356,4-5385
30357,2-9671
30358,2-2389
30359,3-5517
30360,8-8857
30361,4-1863
30362,6-6771
30363,5-9362
30364,3-2014
30365,5-7659
30366,3-7583
30367,3-5432
30368,8-8099
30369,5-4162
30370,6-6416
30371,2-8007
30372,7-6158
30373,1-5662
30374,4-3767
30375,4-9422
30376,1-0047
30377,5-4545
30378,3-4856
30379,3-1109
30380,7-4218
30381,1-8702
30382,8-1329
30383,6-5408
30384,4-2446
30385,8-0504
30386,5-6725
30387,5-7277
30388,3-1214
30389,2-0059
30390,1-6005
30391,6-8825
30392,8-6100
30393,5-3199
30394,7-8468
30395,1-1022
30396,8-0712
30397,3-5525
30398,4-1964
30399,4-2399
30400,3-6111
30401,5-9131
30402,4-7681
30403,3-2664
30404,8-5359
30405,8-8314
30406,2-4727
30407,1-8646
30408,1-3265
30409,8-4819
30410,1-7328
30411,6-1311
30412,1-4578
30413,8-1947
30414,8-9194
30415,1-7649
30416,8-7785
30417,5-4475
30418,7-3822
30419,2-9642
30420,7-9407
30421,7-4192
30422,3-5477
30423,3-0175
30424,8-7907
30425,2-5496
30426,2-0700
30427,5-4510
30428,2-9556
30429,3-0714
30430,4-4033
30431,8-7269
30432,1-5348
30433,5-5365
30434,6-3438
30435,7-1792
30436,7-1081
30437,6-8327
30438,4-4957
30439,7-2867
30440,8-5725
30441,5-5786
30442,2-6338
30443,5-0496
30444,3-4183
30445,5-4439
30446,1-9780
30447,6-4568
30448,5-3507
30449,3-9789
30450,7-8326
30451,1-9830
30452,2-0283
30453,4-3496
30454,8-4760
30455,8-7885
30456,5-2326
30457,6-3758
30458,1-7221
30459,8-6621
30460,5-6404
30461,5-0811
30462,3-8195
30463,3-1469
30464,8-3166
30465,8-1059
30466,2-1790
30467,4-6048
30468,5-9373
30469,2-5861
30470,3-3969
30471,2-7405
30472,8-4466
30473,1-0975
30474,6-1487
30475,5-3436
30476,4-9343
30477,1-8917
30478,4-8614
30479,4-4621
30480,8-7405
30481,7-9945
30482,6-9158
30483,4-5987
30484,8-6709
30485,8-0803
30486,7-2148
30487,4-1405
30488,3-3574
30489,7-8063
30490,8-5448
30491,3-1591
30492,8-5097
30493,1-4012
30494,4-2525
30495,2-2459
30496,6-7836
30497,1-8248
30498,5-8161
30499,3-8288
30500,7-0836
30501,4-0014
30502,8-0977
30503,8-3324
30504,5-2353
30505,4-6357
30506,8-2218
30507,4-7177
30508,5-8680
30509,8-0594
30510,6-0667
30511,4-4940
30512,1-9572
30513,6-6549
30514,3-6504
30515,1-0701
30516,3-4504
30517,6-8397
30518,6-6352
30519,8-9385
30520,3-2876
30521,4-5305
30522,7-9090
30523,6-8952
30524,2-5429
30525,5-9772
30526,6-0325
30527,7-1682
30528,3-4806
30529,5-1591
30530,6-3554
30531,6-4245
30532,5-6868
30533,4-1448
30534,4-4428
30535,2-1286
30536,2-6053
30537,1-2540
30538,1-8949
30539,8-6604
30540,8-9233
30541,1-6491
30542,3-4235
30543,5-8786
30544,1-9241
30545,1-1351
30546,8-1267
30547,4-3230
30548,8-6900
30549,4-8537
30550,2-1703
30551,1-6838
30552,5-5772
30553,3-5599
30554,6-8112
30555,8-5377
30556,6-6677
30557,7-6834
30558,4-1146
30559,3-2397
30560,5-4285
30561,7-2532
30562,3-8895
30563,5-6192
30564,5-2755
30565,3-0258
30566,7-7181
30567,4-9915
30568,7-1097
30569,2-3292
30570,5-9706
30571,3-0709
30572,5-8069
30573,1-3929
30574,6-5471
30575,6-7774
30576,6-1630
30577,6-4346
30578,6-7676
30579,8-8212
30580,1-7496
30581,4-3633
30582,8-4416
30583,1-7739
30584,1-8926
30585,3-9385
30586,2-8137
30587,8-1569
30588,6-1706
30589,8-0437
30590,1-4278
30591,8-3271
30592,2-0304
30593,7-5297
30594,2-6947
30595,1-4523
30596,8-1451
30597,7-0488
30598,1-8148
30599,4-8707
30600,1-2274
30601,4-7327
30602,1-2802
30603,1-8309
30604,6-7585
30605,5-4427
30606,4-0853
30607,4-7773
30608,7-6595
30609,1-1799
30610,8-6388
30611,6-0865
30612,6-8785
30613,6-3023
30614,2-6019
30615,6-1771
30616,6-7715
30617,1-7942
30618,4-1657
30619,3-5911
30620,4-2847
30621,7-7074
30622,2-9946
30623,2-1118
30624,3-8001
30625,6-9462
30626,4-5814
30627,2-0694
30628,6-3499
30629,2-0766
30630,4-4728
30631,6-0135
30632,6-0279
30633,6-0594
30634,6-2317
30635,3-7614
30636,7-2047
30637,5-3432
30638,8-4747
30639,1-6507
30640,7-6214
30641,6-7044
30642,2-4142
30643,1-6527
30644,2-4624
30645,8-8453
30646,8-1351
30647,4-0593
30648,6-4124
30649,7-0624
30650,3-7196
30651,2-1469
30652,8-6991
30653,8-6564
30654,3-4905
30655,7-7730
30656,7-5543
30657,5-3940
30658,6-7445
30659,6-6747
30660,3-0832
30661,2-1774
30662,7-3095
30663,4-0047
30664,2-4956
30665,5-1527
30666,5-5855
30667,1-9606
30668,7-8338
30669,2-7183
30670,5-1242
30671,5-7295
30672,8-1835
30673,2-8130
30674,4-1377
30675,8-9424
30676,5-0625
30677,5-0002
30678,6-3625
30679,5-0372
30680,7-9716
30681,7-1889
30682,4-2953
30683,6-8147
30684,3-9123
30685,6-2742
30686,5-8542
30687,6-2015
30688,3-9371
30689,1-4192
30690,5-8392
30691,2-1585
30692,1-6266
30693,1-9335
30694,5-3840
30695,6-4250
30696,6-8307
30697,1-4564
30698,3-9776
30699,4-6221
30700,7-1229
30701,5-5548
30702,4-6955
30703,2-4341
30704,1-7860
30705,2-8711
30706,2-9337
30707,6-1466
30708,6-5387
30709,5-1018
30710,5-4500
30711,8-8369
30712,6-3406
30713,4-9562
30714,1-4505
30715,2-8824
30716,5-6932
30717,8-4766
30718,1-7705
30719,5-4203
30720,3-6273
30721,1-4715
30722,8-4656
30723,7-7450
30724,3-8994
30725,1-8583
30726,6-7009
30727,7-2044
30728,8-8169
30729,4-1244
30730,1-3908
30731,1-8401
30732,3-2163
30733,6-5434
30734,5-2989
30735,8-7916
30736,6-9102
30737,8-6379
30738,3-1182
30739,2-3057
30740,3-8192
30741,1-9633
30742,4-1661
30743,3-9675
30744,1-8406
30745,3-7501
30746,3-7985
30747,7-7571
30748,3-2008
30749,4-1622
30750,1-6844
30751,5-9756
30752,5-0848
30753,7-2270
30754,3-0690
30755,4-6093
30756,8-6661
30757,3-5245
30758,2-3374
30759,7-8820
30760,4-6612
30761,6-5101
30762,5-2068
30763,6-7267
30764,3-4234
30765,8-0181
30766,6-1948
30767,7-5280
30768,1-8517
30769,7-2143
30770,4-2737
30771,8-9972
30772,7-5475
30773,7-1112
30774,5-3314
30775,6-9134
30776,4-7584
30777,4-1229
30778,5-8878
30779,7-2763
30780,7-5014
30781,5-8126
30782,7-4657
30783,8-9982
30784,3-3119
30785,3-5186
30786,5-0911
30787,8-2291
30788,4-5343
30789,3-5372
30790,2-9506
30791,8-1111
30792,2-7624
30793,4-9078
30794,2-8923
30795,8-1096
30796,5-5918
30797,4-0686
30798,5-2201
30799,1-0434
30800,4-3750
30801,4-2764
30802,8-0062
30803,5-1584
30804,4-6632
30805,1-4434
30806,6-3640
30807,7-2094
30808,2-5303
30809,5-8502
30810,4-3848
30811,5-2174
30812,3-7938
30813,6-3853
30814,6-8808
30815,1-8697
30816,1-9525
30817,8-9494
30818,1-2816
30819,2-7632
30820,1-1714
30821,2-0741
30822,1-1367
30823,5-1513
30824,4-5374
30825,7-5759
30826,2-7144
30827,2-9248
30828,3-0492
30829,3-1769
30830,7-4703
30831,3-5864
30832,8-4221
30833,5-7572
30834,5-1032
30835,6-0216
30836,5-6134
30837,4-9849
30838,6-1462
30839,1-7261
30840,3-3234
30841,2-8701
30842,2-0198
30843,5-0896
30844,8-1365
30845,7-6673
30846,3-9923
30847,2-8648
30848,4-0935
30849,6-2717
30850,1-9162
30851,7-1048
30852,7-3982
30853,4-8559
30854,5-4815
30855,3-8638
30856,1-8612
30857,7-8784
30858,6-8584
30859,3-1764
30860,6-9789
30861,8-9675
30862,6-5952
30863,5-4871
30864,3-6124
30865,1-3237
30866,1-2959
30867,1-4384
30868,3-1106
30869,8-3989
30870,3-0247
30871,4-0422
30872,5-3174
30873,3-7586
30874,8-1145
30875,8-9715
30876,4-5378
30877,8-0025
30878,5-6245
30879,2-6035
30880,8-1395
30881,1-4892
30882,2-9384
30883,3-7860
30884,7-1387
30885,3-3214
30886,4-2668
30887,3-9848
30888,7-7792
30889,5-4569
30890,3-0808
30891,8-3579
30892,7-8181
30893,4-5112
30894,5-3285
30895,6-1505
30896,8-1615
30897,8-5928
30898,4-6381
30899,5-8730
30900,1-5126
30901,3-7758
30902,1-6691
30903,7-1784
30904,8-0865
30905,6-1231
30906,5-3903
30907,1-8106
30908,6-2798
30909,5-4977
30910,6-6274
30911,1-2565
30912,5-6892
30913,7-5128
30914,4-0231
30915,1-0403
30916,7-9137
30917,1-7698
30918,5-5256
30919,7-7387
30920,7-1857
30921,7-1910
30922,4-3881
30923,8-9198
30924,5-3163
30925,5-9206
30926,5-6844
30927,3-4928
30928,5-5373
30929,6-5596
30930,6-0703
30931,4-5165
30932,3-8879
30933,3-3268
30934,7-4434
30935,7-1533
30936,7-3823
30937,3-7512
30938,8-1574
30939,1-4593
30940,2-0236
30941,2-4257
30942,5-7154
30943,6-3792
30944,2-9711
30945,3-1951
30946,4-6752
30947,8-6725
30948,6-8598
30949,5-0022
30950,4-1483
30951,3-0132
30952,7-1477
30953,8-2222
30954,8-5567
30955,6-8838
30956,5-6553
30957,7-0716
30958,8-0880
30959,5-7821
30960,7-5054
30961,4-5087
30962,3-4385
30963,4-9716
30964,7-1298
30965,5-7522
30966,5-8226
30967,6-5111
30968,5-2467
30969,2-3601
30970,4-1083
30971,1-4576
30972,7-7826
30973,7-3990
30974,6-4566
30975,6-1983
30976,7-1563
30977,2-3381
30978,5-4775
30979,7-4240
30980,7-3637
30981,2-8402
30982,3-0421
30983,6-3209
30984,4-5916
30985,5-6173
30986,4-1940
30987,8-5869
30988,5-6761
30989,5-7620
30990,1-5763
30991,8-9464
30992,4-0556
30993,1-4882
30994,6-4634
30995,1-4705
30996,5-4768
30997,6-1998
30998,8-2760
30999,2-4508
31000,8-8848
31001,2-2086
31002,1-5585
31003,1-0422
31004,4-0001
31005,1-5251
31006,4-8236
31007,6-4686
31008,2-1999
31009,6-2729
31010,7-4508
31011,7-1694
31012,7-5775
31013,8-4284
31014,7-7841
31015,8-2306
31016,1-8712
31017,2-4715
31018,3-8923
31019,2-9272
31020,6-5552
31021,5-7102
31022,4-6690
31023,7-5690
31024,2-2634
31025,7-5279
31026,4-4086
31027,6-5899
31028,8-2545
31029,7-4712
31030,3-9967
31031,8-9804
31032,7-6450
31033,5-7748
31034,5-0166
31035,7-3763
31036,2-5916
31037,2-5728
31038,2-3222
31039,5-8636
31040,5-6490
31041,7-0760
31042,4-7759
31043,3-8674
31044,6-6384
31045,2-8298
31046,1-6509
31047,3-2635
31048,1-3707
31049,3-4128
31050,2-8254
31051,6-1804
31052,5-4178
31053,2-8119
31054,5-9582
31055,6-2965
31056,5-6902
31057,3-0958
31058,7-9510
31059,8-0758
31060,5-1275
31061,1-2656
31062,8-0599
31063,6-0091
31064,3-5929
31065,8-4087
31066,3-5089
31067,5-6895
31068,6-9804
31069,4-3319
31070,5-1031
31071,1-7876
31072,4-0773
31073,7-7291
31074,8-1952
31075,5-0797
31076,1-9605
31077,1-9125
31078,6-0270
31079,8-0706
31080,4-3872
31081,7-6937
31082,4-0927
31083,3-3418
31084,5-9495
31085,6-4204
31086,7-8798
31087,8-6095
31088,7-1401
31089,7-7289
31090,4-9550
31091,3-5738
31092,5-5617
31093,8-7038
31094,2-7258
31095,3-7976
31096,3-9347
31097,2-2449
31098,5-1269
31099,4-2763
31100,1-9274
31101,1-6658
31102,8-5541
31103,6-0633
31104,3-9718
31105,6-4312
31106,7-0727
31107,1-5618
31108,7-1938
31109,3-6826
31110,7-1710
31111,5-1462
31112,5-1467
31113,3-5210
31114,6-5278
31115,3-9682
31116,2-6322
31117,2-9607
31118,6-6448
31119,3-1427
31120,4-6138
31121,3-2532
31122,4-0922
31123,4-8242
31124,1-1912
31125,1-6137
31126,7-8351
31127,7-1464
31128,1-8672
31129,8-1290
31130,2-7469
31131,8-3355
31132,3-8278
31133,1-5737
31134,5-8787
31135,4-9011
31136,2-6113
31137,5-6436
31138,8-3253
31139,2-6126
31140,6-7788
31141,3-5727
31142,7-7117
31143,6-0272
31144,4-7859
31145,2-2442
31146,3-6489
31147,7-4067
31148,4-1841
31149,2-9309
31150,3-0996
31151,8-6828
31152,5-7527
31153,1-2859
31154,7-7451
31155,1-2400
31156,3-3370
31157,3-9890
31158,3-7678
31159,1-6516
31160,7-3801
31161,5-3539
31162,4-5883
31163,1-1770
31164,2-1176
31165,4-4434
31166,7-3681
31167,4-2265
31168,3-3024
31169,5-5681
31170,6-2394
31171,7-0601
31172,5-6392
31173,4-6201
31174,1-7501
31175,5-5308
31176,1-3241
31177,4-1308
31178,6-3543
31179,1-3915
31180,8-9985
31181,3-9514
31182,7-8584
31183,3-3734
31184,8-9457
31185,4-9805
31186,4-3124
31187,7-7857
31188,4-1334
31189,4-9388
31190,3-5092
31191,8-7018
31192,2-8513
31193,7-3195
31194,1-8040
31195,6-1591
31196,1-0053
31197,2-9868
31198,2-6807
31199,2-9271
31200,5-1244
31201,6-6883
31202,5-2366
31203,4-7590
31204,4-3285
31205,7-6951
31206,4-5877
31207,3-8256
31208,6-7300
31209,5-1698
31210,7-0251
31211,8-9897
31212,1-9908
31213,7-7221
31214,8-7822
31215,7-7664
31216,3-2834
31217,2-7901
31218,4-6629
31219,5-0752
31220,3-9265
31221,4-7786
31222,1-2061
31223,1-8423
31224,2-7839
31225,8-1199
31226,2-8876
31227,4-1916
31228,7-8266
31229,1-3438
31230,5-5207
31231,4-3548
31232,4-8692
31233,7-7574
31234,7-3165
31235,3-5223
31236,1-1198
31237,8-6563
31238,4-3571
31239,1-2924
31240,5-3554
31241,3-4151
31242,6-7596
31243,1-5039
31244,1-3589
31245,2-3977
31246,5-2194
31247,2-8061
31248,5-4103
31249,2-5584
31250,4-3717
31251,3-9757
31252,6-9376
31253,5-0273
31254,8-8417
31255,4-8794
31256,6-0872
31257,3-0370
31258,2-9082
31259,1-1087
31260,6-2334
31261,3-0812
31262,2-1739
31263,4-0683
31264,1-1455
31265,6-6045
31266,4-5590
31267,3-9421
31268,1-8196
31269,8-1240
31270,6-4706
31271,2-8786
31272,7-0238
31273,7-5303
31274,6-9950
31275,7-4547
31276,5-0865
31277,3-0989
31278,6-5605
31279,3-6291
31280,1-7791
31281,3-1703
31282,4-0843
31283,3-0762
31284,7-3832
31285,7-1021
31286,7-7404
31287,7-9299
31288,7-8712
31289,6-7354
31290,1-6836
31291,4-6683
31292,3-1077
31293,6-7029
31294,4-9122
31295,5-2261
31296,1-4401
31297,5-9118
31298,6-3960
31299,3-7559
31300,7-2098
31301,7-3071
31302,3-6432
31303,8-6744
31304,7-3386
31305,8-3953
31306,7-9557
31307,3-1821
31308,2-5180
31309,5-1893
31310,2-9349
31311,8-9975
31312,3-0352
31313,5-6109
31314,2-6137
31315,8-6048
31316,4-3434
31317,6-4385
31318,5-6630
31319,6-9730
31320,2-6134
31321,8-6062
31322,2-0955
31323,2-4822
31324,6-0129
31325,1-2548
31326,6-8967
31327,2-7511
31328,3-8183
31329,8-5167
31330,7-3607
31331,7-1030
31332,7-0937
31333,8-0044
31334,7-8931
31335,1-0567
31336,6-4441
31337,3-0033
31338,7-4967
31339,4-1026
31340,5-0932
31341,6-9152
31342,7-2273
31343,2-2412
31344,6-8802
31345,2-7367
31346,5-7422
31347,7-0508
31348,1-6172
31349,7-0013
31350,4-0539
31351,3-7103
31352,3-2467
31353,1-3609
31354,7-8913
31355,4-2452
31356,5-4867
31357,1-5197
31358,3-7261
31359,3-6142
31360,6-6742
31361,2-5797
31362,5-3865
31363,5-0029
31364,8-2229
31365,2-8148
31366,2-0119
31367,6-2752
31368,7-5227
31369,3-3465
31370,8-8398
31371,8-7019
31372,6-3460
31373,7-9783
31374,6-8933
31375,4-5302
31376,5-7781
31377,2-3723
31378,2-9744
31379,7-5809
31380,3-9259
31381,6-5257
31382,8-9082
31383,2-9125
31384,5-0487
31385,7-8897
31386,5-3651
31387,4-8085
31388,6-2841
31389,6-7198
31390,2-8970
31391,8-0467
31392,8-3014
31393,6-5037
31394,2-9364
31395,2-6553
31396,4-6127
31397,5-8120
31398,6-3384
31399,8-0551
31400,6-3387
31401,7-0406
31402,3-8172
31403,1-2837
31404,8-2008
31405,6-4991
31406,4-3998
31407,7-3412
31408,1-1947
31409,4-2226
31410,5-9741
31411,6-6460
31412,2-5339
31413,4-4158
31414,5-5896
31415,4-4869
31416,1-5527
31417,6-6982
31418,6-6398
31419,3-6160
31420,1-9624
31421,5-2963
31422,4-8001
31423,6-0681
31424,8-2141
31425,3-4145
31426,5-9851
31427,1-7941
31428,3-1432
31429,4-3542
31430,8-2529
31431,3-3695
31432,3-0295
31433,4-5626
31434,8-4952
31435,6-0768
31436,5-6882
31437,8-1391
31438,8-1491
31439,3-9729
31440,3-5433
31441,8-7256
31442,3-8210
31443,5-0248
31444,7-4283
31445,7-0941
31446,5-6612
31447,1-0278
31448,2-3297
31449,1-6746
31450,3-7543
31451,2-6821
31452,2-2287
31453,8-6519
31454,3-0882
31455,8-4999
31456,3-9293
31457,4-4744
31458,6-0783
31459,3-1102
31460,6-9008
31461,2-9124
31462,5-2214
31463,1-1153
31464,8-9977
31465,7-7329
31466,7-7254
31467,4-8659
31468,6-0800
31469,3-6579
31470,3-2657
31471,2-7092
31472,8-0896
31473,8-8278
31474,1-2707
31475,7-0163
31476,2-1896
31477,6-1373
31478,3-3685
31479,8-8625
31480,7-9145
31481,2-7904
31482,4-2160
31483,4-2988
31484,1-0905
31485,8-6962
31486,6-4375
31487,1-6705
31488,5-4714
31489,4-9748
31490,3-2684
31491,7-2407
31492,6-2092
31493,5-3123
31494,6-5630
31495,1-2496
31496,8-8075
31497,6-9631
31498,5-9288
31499,5-4124
31500,4-9632
31501,4-5605
31502,7-2865
31503,6-3711
31504,8-8334
31505,3-9912
31506,3-3672
31507,1-0287
31508,7-5484
31509,4-5630
31510,6-4332
31511,5-8205
31512,7-5409
31513,4-4324
31514,7-3374
31515,2-2070
31516,3-9888
31517,4-4133
31518,4-3184
31519,7-6903
31520,2-0289
31521,2-2609
31522,4-0452
31523,2-2651
31524,2-0167
31525,4-2004
31526,7-1278
31527,1-7878
31528,7-5584
31529,4-9385
31530,2-5326
31531,4-4583
31532,3-7574
31533,7-7455
31534,3-0912
31535,5-0680
31536,6-8367
31537,8-1420
31538,8-6368
31539,6-0319
31540,3-1479
31541,4-5918
31542,5-7356
31543,7-6195
31544,2-7577
31545,3-7219
31546,4-8686
31547,1-9621
31548,8-6957
31549,1-3209
31550,2-0990
31551,6-7355
31552,8-3424
31553,3-0360
31554,2-5170
31555,5-1690
31556,5-8941
31557,4-6253
31558,7-6817
31559,8-8526
31560,1-9278
31561,6-8596
31562,4-6569
31563,3-7566
31564,2-9961
31565,7-2057
31566,2-2853
31567,8-9365
31568,5-6148
31569,7-0566
31570,5-0303
31571,8-2897
31572,5-5707
31573,7-2791
31574,2-0622
31575,8-9583
31576,7-5387
31577,7-0794
31578,7-7235
31579,4-4322
31580,4-9090
31581,2-8628
31582,3-5015
31583,7-0481
31584,2-3143
31585,3-0964
31586,1-6116
31587,7-1240
31588,1-0322
31589,4-5998
31590,6-1934
31591,3-8236
31592,4-6899
31593,6-0170
31594,3-9629
31595,5-4108
31596,6-1134
31597,1-2215
31598,4-8688
31599,8-7503
31600,8-8594
31601,8-3889
31602,7-0705
31603,5-6336
31604,1-8301
31605,2-7591
31606,8-2878
31607,3-7047
31608,2-4305
31609,7-6649
31610,8-7661
31611,3-4979
31612,2-1196
31613,1-8252
31614,4-9524
31615,7-5028
31616,2-8256
31617,1-1957
31618,3-2271
31619,7-7372
31620,7-7376
31621,7-8068
31622,3-0641
31623,7-6121
31624,8-1703
31625,3-9110
31626,6-7135
31627,1-2792
31628,4-7204
31629,1-2809
31630,6-4294
31631,5-5023
31632,7-7951
31633,7-3578
31634,6-1945
31635,7-1746
31636,5-3748
31637,8-8376
31638,6-8544
31639,2-9592
31640,2-9941
31641,5-9475
31642,3-8898
31643,6-8218
31644,7-8910
31645,6-3280
31646,5-0533
31647,6-5176
31648,7-9071
31649,1-7989
31650,4-8873
31651,5-9233
31652,1-0420
31653,4-3299
31654,2-5500
31655,1-1239
31656,5-9465
31657,2-2125
31658,7-4569
31659,3-9606
31660,3-4693
31661,7-8224
31662,7-4636
31663,5-6080
31664,6-7436
31665,6-9754
31666,4-7734
31667,3-6577
31668,8-1114
31669,2-7403
31670,8-1123
31671,2-2699
31672,8-4593
31673,4-7877
31674,8-1231
31675,8-7352
31676,6-2347
31677,7-5975
31678,8-2776
31679,5-5203
31680,3-2311
31681,1-0433
31682,7-8799
31683,8-4128
31684,8-2616
31685,7-4363
31686,4-0942
31687,4-9306
31688,1-7319
31689,8-3120
31690,8-1183
31691,5-5083
31692,5-5260
31693,7-5508
31694,4-0432
31695,5-3996
31696,6-2974
31697,7-6605
31698,3-5114
31699,3-1739
31700,2-6385
31701,2-7292
31702,6-5939
31703,2-8888
31704,5-1432
31705,3-3142
31706,7-2297
31707,3-8255
31708,7-7238
31709,3-0406
31710,5-2360
31711,4-0032
31712,4-4207
31713,8-4704
31714,5-0100
31715,8-9509
31716,5-6382
31717,3-6780
31718,7-8250
31719,4-7811
31720,5-4878
31721,7-4250
31722,4-3269
31723,7-8474
31724,4-9881
31725,2-7517
31726,5-4388
31727,2-7491
31728,3-6602
31729,2-7300
31730,3-2384
31731,6-5052
31732,2-0750
31733,6-8828
31734,8-6066
31735,6-2885
31736,4-2267
31737,2-2725
31738,3-4846
31739,1-5010
31740,3-0927
31741,5-4234
31742,7-0526
31743,6-0894
31744,5-7502
31745,3-6251
31746,5-8935
31747,1-5524
31748,7-7519
31749,8-4356
31750,8-4845
31751,5-9338
31752,4-6617
31753,4-1251
31754,4-4864
31755,6-6404
31756,7-2082
31757,5-2803
31758,8-4255
31759,4-1639
31760,1-0467
31761,2-2524
31762,6-8986
31763,3-1697
31764,3-2752
31765,5-8497
31766,6-3414
31767,6-1304
31768,1-2710
31769,6-8393
31770,6-7240
31771,5-3831
31772,3-5369
31773,2-6813
31774,1-0665
31775,4-6789
31776,8-5800
31777,8-0996
31778,1-9025
31779,7-0945
31780,7-0008
31781,1-4860
31782,8-4376
31783,3-8177
31784,2-1067
31785,5-2592
31786,1-5964
31787,8-4057
31788,2-2254
31789,1-3430
31790,5-0606
31791,6-8056
31792,4-3465
31793,4-0431
31794,8-7106
31795,7-9132
31796,5-9157
31797,1-7073
31798,8-7355
31799,8-5365
31800,1-6559
31801,4-3890
31802,8-3235
31803,7-3432
31804,5-4881
31805,3-8359
31806,5-8378
31807,7-6016
31808,3-4280
31809,4-4072
31810,4-8282
31811,3-2840
31812,1-9367
31813,2-7758
31814,5-3405
31815,3-8605
31816,6-7406
31817,8-0632
31818,5-0912
31819,4-6060
31820,2-0574
31821,4-7003
31822,7-7405
31823,2-8365
31824,7-6551
31825,3-9790
31826,5-6340
31827,1-3919
31828,7-4850
31829,7-9498
31830,1-1503
31831,1-8136
31832,4-8910
31833,8-4758
31834,5-7510
31835,8-0178
31836,1-6939
31837,3-0292
31838,7-0856
31839,1-6977
31840,1-1400
31841,1-9282
31842,6-6642
31843,6-4262
31844,7-2034
31845,2-9810
31846,5-9400
31847,2-2153
31848,6-0506
31849,5-8544
31850,3-4178
31851,6-8197
31852,4-6386
31853,5-1498
31854,2-4569
31855,1-5449
31856,4-1950
31857,6-1190
31858,2-0492
31859,2-4474
31860,1-8008
31861,2-2716
31862,3-7424
31863,1-3050
31864,7-5056
31865,7-0214
31866,4-9067
31867,1-5237
31868,1-2236
31869,1-0151
31870,3-8218
31871,5-3420
31872,7-9925
31873,3-3912
31874,1-1187
31875,5-2872
31876,5-7788
31877,7-0634
31878,6-3490
31879,6-0507
31880,8-5316
31881,3-9913
31882,6-1039
31883,4-8347
31884,3-3428
31885,7-2869
31886,2-5321
31887,8-9165
31888,1-8982
31889,6-4368
31890,1-3419
31891,3-1803
31892,2-5960
31893,8-3471
31894,6-1522
31895,3-5959
31896,3-3233
31897,1-5381
31898,8-4661
31899,2-1201
31900,5-8007
31901,4-5530
31902,8-2756
31903,3-8007
31904,8-8518
31905,8-3054
31906,4-5750
31907,1-1760
31908,4-2415
31909,6-8851
31910,4-3323
31911,6-6814
31912,1-0016
31913,6-6288
31914,3-1345
31915,5-0803
31916,6-6132
31917,7-4515
31918,5-0096
31919,3-1953
31920,5-7844
31921,7-1847
31922,8-4287
31923,2-0033
31924,2-5195
31925,7-5097
31926,4-6558
31927,1-4889
31928,5-8754
31929,2-5286
31930,4-2003
31931,1-0898
31932,1-7315
31933,2-9374
31934,1-3584
31935,7-6837
31936,4-0707
31937,2-0414
31938,4-8066
31939,8-0289
31940,5-8879
31941,6-2392
31942,2-3263
31943,5-3529
31944,7-4276
31945,3-4882
31946,2-6646
31947,3-5259
31948,4-8618
31949,4-7381
31950,4-0038
31951,4-7655
31952,3-7278
31953,7-9499
31954,7-7359
31955,1-7081
31956,7-1004
31957,7-3901
31958,8-5357
31959,3-1735
31960,8-6472
31961,3-4230
31962,1-2981
31963,6-5328
31964,6-9168
31965,8-3599
31966,3-0791
31967,7-7804
31968,7-2910
31969,4-2509
31970,7-7863
31971,8-2430
31972,2-3918
31973,1-2971
31974,2-2824
31975,8-9004
31976,7-0876
31977,6-9370
31978,3-7968
31979,7-6472
31980,2-0478
31981,5-5535
31982,7-0058
31983,6-3477
31984,8-0321
31985,5-7267
31986,3-5643
31987,6-2602
31988,1-9238
31989,3-6048
31990,5-5511
31991,8-9820
31992,2-1995
31993,2-3634
31994,5-6626
31995,2-6929
31996,1-2253
31997,3-4383
31998,2-0815
31999,1-3514
32000,7-1668
32001,7-0668
32002,6-2341
32003,5-3603
32004,1-9151
32005,8-7814
32006,5-5330
32007,4-2784
32008,4-8990
32009,2-9653
32010,3-1329
32011,2-1895
32012,7-7417
32013,7-8674
32014,5-9227
32015,5-6327
32016,6-5497
32017,5-5567
32018,5-2635
32019,1-6943
32020,5-6283
32021,1-4100
32022,5-0092
