,lead
37603,7-6185
37604,1-2463
37605,8-8924
37606,8-0815
37607,7-1465
37608,1-8382
37609,7-6995
37610,3-4685
37611,7-7064
37612,8-8249
37613,8-2382
37614,7-3998
37615,6-2719
37616,5-3812
37617,1-6617
37618,7-1433
37619,5-2326
37620,3-9115
37621,2-0498
37622,8-4258
37623,4-9780
37624,3-4740
37625,6-6482
37626,3-3463
37627,8-7932
37628,1-3559
37629,8-7528
37630,7-5574
37631,1-4183
37632,6-5923
37633,4-5638
37634,4-3863
37635,8-8336
37636,2-8343
37637,2-3642
37638,7-1413
37639,8-3003
37640,7-5354
37641,2-8250
37642,6-4720
37643,6-2251
37644,5-8832
37645,4-4401
37646,7-3099
37647,4-8440
37648,8-7646
37649,8-4266
37650,5-9991
37651,2-5797
37652,3-6904
37653,5-9037
37654,7-6751
37655,2-2150
37656,1-2923
37657,7-4139
37658,4-8159
37659,7-1702
37660,1-8971
37661,3-3742
37662,7-7883
37663,1-4809
37664,2-3904
37665,3-2450
37666,1-8002
37667,2-4840
37668,6-7291
37669,3-8029
37670,4-1058
37671,4-3823
37672,5-3119
37673,7-4938
37674,1-0691
37675,6-2378
37676,3-7812
37677,1-9766
37678,3-0050
37679,8-9910
37680,4-3168
37681,8-6933
37682,4-6071
37683,3-2753
37684,8-0107
37685,4-0529
37686,4-6199
37687,7-4599
37688,7-7442
37689,3-8420
37690,1-6730
37691,1-6328
37692,8-0525
37693,6-3938
37694,1-0548
37695,7-0212
37696,5-5507
37697,7-8892
37698,2-5709
37699,5-8436
37700,3-8807
37701,5-5347
37702,6-8918
37703,5-7853
37704,8-3242
37705,7-7083
37706,8-4478
37707,3-4807
37708,3-3552
37709,7-9840
37710,1-1264
37711,7-5675
37712,8-7160
37713,8-9335
37714,7-7617
37715,4-9842
37716,4-5138
37717,1-8156
37718,6-5442
37719,6-4503
37720,3-3037
37721,5-9508
37722,5-1781
37723,7-9764
37724,6-2131
37725,1-3269
37726,4-8887
37727,1-8955
37728,8-1451
37729,7-1353
37730,6-1434
37731,5-1077
37732,6-8839
37733,8-4748
37734,5-1273
37735,3-3620
37736,4-9311
37737,3-3145
37738,7-7245
37739,1-9051
37740,3-7916
37741,2-5185
37742,7-7707
37743,8-8187
37744,7-7360
37745,4-7764
37746,2-8383
37747,2-5157
37748,1-0010
37749,3-4421
37750,3-1202
37751,4-5864
37752,7-9134
37753,1-4232
37754,6-7151
37755,5-1030
37756,3-1938
37757,7-2896
37758,8-6067
37759,5-0704
37760,3-7570
37761,6-9390
37762,4-4006
37763,1-4483
37764,4-5663
37765,4-5103
37766,8-3501
37767,5-6481
37768,6-9567
37769,3-1429
37770,1-5757
37771,3-0838
37772,2-3191
37773,1-5900
37774,3-8704
37775,5-1641
37776,2-0281
37777,3-3087
37778,4-6990
37779,5-9195
37780,8-3289
37781,7-9376
37782,4-3269
37783,1-0358
37784,1-8638
37785,7-5635
37786,7-3361
37787,1-6239
37788,5-7099
37789,1-6925
37790,4-5365
37791,8-8628
37792,5-5812
37793,2-6718
37794,8-7066
37795,6-5510
37796,5-5843
37797,8-2604
37798,4-4013
37799,3-9090
37800,6-2780
37801,4-3050
37802,8-4270
37803,4-9619
37804,4-5087
37805,8-7732
37806,8-4861
37807,6-7310
37808,1-6929
37809,4-1095
37810,5-9341
37811,4-0721
37812,4-7745
37813,6-3825
37814,7-6023
37815,2-4998
37816,4-8656
37817,7-0342
37818,3-2991
37819,6-6098
37820,1-9958
37821,5-9533
37822,4-5768
37823,4-3655
37824,1-5111
37825,2-5469
37826,1-3427
37827,4-8859
37828,5-1252
37829,7-9385
37830,3-5162
37831,5-9660
37832,1-4036
37833,4-9509
37834,7-5546
37835,5-3768
37836,6-0815
37837,7-8366
37838,8-9252
37839,6-7629
37840,5-0294
37841,4-6530
37842,2-0134
37843,4-4453
37844,1-3346
37845,6-3775
37846,1-9776
37847,6-9543
37848,4-4270
37849,6-5110
37850,3-9269
37851,8-4234
37852,5-7037
37853,3-5521
37854,3-2800
37855,7-4060
37856,1-2069
37857,7-0267
37858,6-7641
37859,6-1604
37860,4-3492
37861,6-5193
37862,2-2225
37863,7-5640
37864,7-2276
37865,6-6115
37866,8-4671
37867,6-1680
37868,3-8911
37869,2-3807
37870,7-6258
37871,6-4259
37872,2-2889
37873,2-6246
37874,8-4256
37875,8-7129
37876,1-6002
37877,7-8961
37878,7-7258
37879,5-9207
37880,6-2044
37881,5-5580
37882,7-0450
37883,4-1397
37884,7-8907
37885,3-7190
37886,4-0183
37887,2-5952
37888,4-7624
37889,8-6500
37890,1-5097
37891,3-0832
37892,2-6186
37893,8-4310
37894,3-6415
37895,4-3140
37896,1-2225
37897,5-3087
37898,1-5321
37899,7-2461
37900,8-0207
37901,6-2196
37902,7-1242
37903,2-9162
37904,4-2567
37905,4-7165
37906,3-3858
37907,6-7993
37908,7-4873
37909,8-5534
37910,2-5835
37911,3-1612
37912,7-7229
37913,1-2886
37914,3-6430
37915,6-9811
37916,7-1378
37917,4-7087
37918,7-7629
37919,8-2451
37920,6-1530
37921,4-4644
37922,3-4472
37923,1-0113
37924,2-5753
37925,3-7189
37926,5-7147
37927,8-9195
37928,4-0058
37929,4-1965
37930,4-1559
37931,5-3440
37932,7-0786
37933,5-2476
37934,1-1409
37935,4-2428
37936,8-8033
37937,5-8478
37938,7-9006
37939,7-4051
37940,6-7195
37941,7-0791
37942,4-4255
37943,8-2890
37944,5-0930
37945,5-7414
37946,3-0712
37947,1-8917
37948,3-6490
37949,7-1414
37950,4-8920
37951,7-4856
37952,3-4676
37953,3-0931
37954,8-0046
37955,6-1068
37956,1-1573
37957,4-7746
37958,6-7611
37959,7-2300
37960,8-8069
37961,5-9649
37962,5-1061
37963,3-7495
37964,6-3024
37965,2-7648
37966,7-8059
37967,6-2210
37968,5-2675
37969,5-1796
37970,8-4000
37971,4-4205
37972,1-3413
37973,8-1735
37974,7-4282
37975,8-8447
37976,7-8500
37977,3-7208
37978,5-8788
37979,3-3183
37980,2-4170
37981,2-7571
37982,6-6000
37983,4-6821
37984,3-9504
37985,4-3936
37986,4-0920
37987,7-8588
37988,6-6739
37989,4-8976
37990,2-2718
37991,4-5234
37992,5-5091
37993,7-5575
37994,1-1952
37995,8-8481
37996,8-8484
37997,4-7858
37998,3-1803
37999,1-1686
38000,6-3509
38001,1-6109
38002,6-2757
38003,2-0048
38004,8-9247
38005,3-9780
38006,5-5893
38007,4-6226
38008,3-1911
38009,8-0387
38010,1-5987
38011,3-7873
38012,2-7422
38013,1-8267
38014,8-8905
38015,8-9672
38016,7-3673
38017,4-9200
38018,6-8763
38019,3-9322
38020,3-8415
38021,3-6664
38022,8-7151
38023,2-9904
38024,4-9387
38025,1-9923
38026,4-3844
38027,7-7737
38028,5-5383
38029,8-1709
38030,7-9327
38031,7-7966
38032,8-0965
38033,3-6083
38034,4-5780
38035,1-1841
38036,8-6024
38037,5-9016
38038,4-0488
38039,6-4387
38040,8-6501
38041,8-3961
38042,4-3773
38043,3-7650
38044,4-8306
38045,2-4476
38046,5-9147
38047,7-6659
38048,5-5510
38049,8-4089
38050,5-9901
38051,3-0754
38052,5-3561
38053,3-3199
38054,4-0677
38055,7-1642
38056,6-0932
38057,8-8170
38058,7-0246
38059,2-9999
38060,3-3561
38061,7-4422
38062,3-1162
38063,6-4514
38064,3-4597
38065,1-3424
38066,4-7985
38067,2-7359
38068,4-4423
38069,1-2839
38070,8-8600
38071,8-3290
38072,7-5978
38073,5-1867
38074,2-2984
38075,1-8409
38076,4-3694
38077,1-1634
38078,6-3340
38079,5-7427
38080,3-0510
38081,5-4449
38082,3-1559
38083,8-2449
38084,7-3783
38085,8-5902
38086,3-5711
38087,4-5381
38088,4-7487
38089,2-9036
38090,5-1513
38091,1-6150
38092,7-6466
38093,2-2778
38094,6-3200
38095,5-3207
38096,3-7860
38097,5-3800
38098,5-0658
38099,1-4316
38100,2-5489
38101,2-5126
38102,6-8793
38103,8-8435
38104,2-3086
38105,5-9504
38106,3-9603
38107,3-8525
38108,5-2197
38109,4-2822
38110,4-5837
38111,6-8140
38112,2-2235
38113,2-3494
38114,5-1825
38115,3-0124
38116,5-4324
38117,5-6946
38118,6-9030
38119,4-2364
38120,6-2674
38121,7-3451
38122,5-1208
38123,1-9559
38124,7-4633
38125,3-2083
38126,3-3774
38127,2-1534
38128,4-3732
38129,2-5370
38130,2-4694
38131,7-3063
38132,7-2126
38133,7-6921
38134,8-9124
38135,2-9713
38136,3-4027
38137,4-6679
38138,5-5412
38139,3-6938
38140,4-5868
38141,2-5453
38142,3-4475
38143,7-3180
38144,7-0574
38145,3-2721
38146,7-4796
38147,6-3446
38148,4-5509
38149,5-2847
38150,3-4254
38151,6-5294
38152,7-6130
38153,3-7960
38154,5-3501
38155,8-3646
38156,4-0936
38157,2-0818
38158,3-6626
38159,6-0718
38160,1-3044
38161,3-3525
38162,5-8107
38163,6-4969
38164,1-4647
38165,6-7032
38166,5-1127
38167,4-2679
38168,7-8856
38169,2-5187
38170,3-7271
38171,6-6720
38172,1-2493
38173,4-3677
38174,1-9869
38175,5-2906
38176,8-0073
38177,6-7845
38178,2-0175
38179,1-3055
38180,4-5596
38181,2-2587
38182,6-8884
38183,8-1689
38184,3-1838
38185,7-2313
38186,7-3858
38187,1-3226
38188,8-2194
38189,8-0824
38190,5-7825
38191,1-9770
38192,8-1470
38193,5-0591
38194,4-9553
38195,5-0568
38196,2-5541
38197,2-5015
38198,4-6007
38199,1-3622
38200,5-6962
38201,2-7871
38202,5-0836
38203,5-8151
38204,4-3313
38205,4-4724
38206,8-7656
38207,1-6245
38208,2-5397
38209,7-1395
38210,2-8307
38211,6-1813
38212,8-0425
38213,6-4220
38214,8-2409
38215,4-1662
38216,1-4069
38217,8-3461
38218,5-7351
38219,1-5728
38220,6-0261
38221,1-4644
38222,3-9276
38223,6-0585
38224,7-5904
38225,5-2800
38226,6-1002
38227,3-3868
38228,7-4471
38229,1-7289
38230,6-2205
38231,5-2246
38232,7-7284
38233,6-6109
38234,2-5210
38235,2-5617
38236,4-1139
38237,3-3470
38238,3-2039
38239,3-6008
38240,3-8043
38241,6-1799
38242,5-6356
38243,3-8893
38244,6-1904
38245,4-5681
38246,6-9618
38247,5-2321
38248,3-6601
38249,7-7991
38250,1-5815
38251,4-6153
38252,3-5084
38253,5-9502
38254,3-5279
38255,5-9422
38256,2-5209
38257,2-1182
38258,4-6112
38259,3-3713
38260,6-8187
38261,8-6305
38262,4-1377
38263,5-7088
38264,7-8849
38265,8-8067
38266,6-9116
38267,3-1763
38268,2-7752
38269,1-7230
38270,8-0005
38271,8-1863
38272,6-3171
38273,1-2181
38274,8-5306
38275,3-1480
38276,3-6743
38277,8-5776
38278,5-2745
38279,4-2471
38280,1-5739
38281,4-5247
38282,6-4608
38283,8-7892
38284,5-9525
38285,3-8241
38286,6-7810
38287,4-9386
38288,3-3293
38289,5-4076
38290,4-2269
38291,5-4334
38292,1-3402
38293,3-5355
38294,4-7580
38295,5-7290
38296,6-4205
38297,2-7710
38298,2-6672
38299,8-3753
38300,6-8135
38301,7-3818
38302,4-1330
38303,1-4837
38304,2-2605
38305,2-8121
38306,6-2355
38307,1-4313
38308,2-3655
38309,1-0492
38310,6-8370
38311,7-0251
38312,2-2198
38313,6-8066
38314,7-3617
38315,1-0187
38316,5-7480
38317,3-9617
38318,5-9261
38319,1-1743
38320,4-2556
38321,8-6702
38322,6-7895
38323,8-6143
38324,6-5370
38325,7-0742
38326,1-2369
38327,4-8643
38328,6-1564
38329,7-7263
38330,4-3646
38331,4-1613
38332,6-8320
38333,4-4924
38334,6-3984
38335,3-0486
38336,4-3268
38337,8-3882
38338,3-1457
38339,5-4344
38340,1-4247
38341,2-5772
38342,5-0375
38343,8-7856
38344,2-4250
38345,5-9675
38346,4-4598
38347,6-4272
38348,3-6807
38349,3-7934
38350,2-8497
38351,7-8623
38352,6-5511
38353,7-8068
38354,3-6716
38355,1-7043
38356,5-4777
38357,3-0494
38358,1-5014
38359,2-9368
38360,2-8773
38361,7-0940
38362,5-0799
38363,4-2562
38364,5-5562
38365,8-2340
38366,7-7725
38367,3-4901
38368,6-8050
38369,6-7663
38370,1-7791
38371,7-4685
38372,6-1335
38373,3-1478
38374,3-7367
38375,3-3682
38376,2-8487
38377,8-9893
38378,6-0860
38379,5-1628
38380,2-3919
38381,4-0931
38382,7-0273
38383,6-8311
38384,4-2602
38385,2-0252
38386,6-6245
38387,7-8607
38388,7-8589
38389,4-0557
38390,3-0465
38391,7-6651
38392,2-9983
38393,1-9472
38394,5-7404
38395,5-5343
38396,3-2810
38397,6-0749
38398,7-3737
38399,3-5712
38400,6-3830
38401,5-2858
38402,4-8740
38403,6-8291
38404,8-8376
38405,2-8434
38406,6-1652
38407,7-0653
38408,7-0903
38409,8-2326
38410,3-5556
38411,3-6998
38412,3-4425
38413,7-7277
38414,4-8535
38415,2-2840
38416,4-3451
38417,7-6941
38418,4-5011
38419,3-0581
38420,6-9171
38421,3-8192
38422,6-1165
38423,7-9623
38424,2-3295
38425,5-1769
38426,4-5591
38427,5-1729
38428,8-9204
38429,1-7936
38430,6-4786
38431,5-5585
38432,5-1880
38433,6-7267
38434,1-1270
38435,3-6966
38436,8-6152
38437,5-6619
38438,4-4022
38439,7-0765
38440,5-8471
38441,4-5147
38442,3-6579
38443,3-9610
38444,6-0131
38445,6-5167
38446,4-8029
38447,2-7873
38448,1-3266
38449,8-2109
38450,1-1381
38451,3-1880
38452,6-3462
38453,3-7967
38454,3-7885
38455,5-0387
38456,2-3937
38457,3-4997
38458,2-6666
38459,2-0066
38460,6-3036
38461,8-0523
38462,3-0803
38463,2-8903
38464,7-0594
38465,6-3695
38466,3-6980
38467,1-0474
38468,8-6435
38469,2-6772
38470,5-4222
38471,4-2507
38472,2-1207
38473,8-8842
38474,6-2709
38475,8-6372
38476,3-6216
38477,7-4487
38478,7-3039
38479,8-5427
38480,2-2924
38481,6-0865
38482,3-6306
38483,1-7571
38484,1-9932
38485,5-9943
38486,2-7113
38487,1-2288
38488,7-3629
38489,6-2976
38490,6-8734
38491,2-3525
38492,6-9228
38493,3-2824
38494,5-5156
38495,7-8377
38496,2-1993
38497,5-9595
38498,1-6113
38499,4-9650
38500,6-4262
38501,6-3129
38502,4-7919
38503,1-6101
38504,8-5985
38505,6-1091
38506,1-6677
38507,2-5234
38508,2-0316
38509,4-6017
38510,8-3951
38511,4-1147
38512,6-9731
38513,4-5860
38514,5-2573
38515,6-9984
38516,3-8796
38517,2-4491
38518,2-3396
38519,3-9725
38520,8-5517
38521,2-2578
38522,4-6187
38523,3-3989
38524,5-6416
38525,6-8800
38526,3-4705
38527,2-1826
38528,8-7896
38529,3-1484
38530,3-5251
38531,8-4938
38532,8-9257
38533,4-1674
38534,5-8774
38535,5-8601
38536,8-9445
38537,4-6440
38538,6-9625
38539,4-6808
38540,6-9380
38541,5-9787
38542,6-7344
38543,2-9450
38544,8-0233
38545,5-2038
38546,6-7567
38547,5-0384
38548,6-3906
38549,3-7216
38550,8-7748
38551,5-8908
38552,7-2767
38553,1-1053
38554,1-3518
38555,7-4610
38556,2-6868
38557,1-9302
38558,8-1289
38559,7-1756
38560,7-7389
38561,2-9573
38562,5-8434
38563,3-6991
38564,7-3000
38565,4-7579
38566,6-7909
38567,4-7121
38568,2-3184
38569,1-5781
38570,4-8950
38571,6-2090
38572,2-3602
38573,4-4420
38574,1-3649
38575,3-3758
38576,7-4419
38577,7-9205
38578,8-9827
38579,7-6602
38580,5-5578
38581,2-4793
38582,4-6702
38583,6-9485
38584,6-2321
38585,2-3253
38586,4-2782
38587,4-8189
38588,5-4271
38589,7-8274
38590,8-8824
38591,5-6655
38592,3-3345
38593,8-5029
38594,7-1340
38595,5-0111
38596,5-4372
38597,6-9126
38598,3-5153
38599,8-3791
38600,3-8018
38601,4-4001
38602,3-0569
38603,7-0126
38604,6-2401
38605,4-6700
38606,1-3514
38607,2-2776
38608,7-3153
38609,7-5240
38610,3-9457
38611,2-3868
38612,7-0865
38613,2-4258
38614,4-6945
38615,3-5001
38616,2-7407
38617,1-1888
38618,2-0155
38619,5-7797
38620,6-0259
38621,8-8412
38622,3-9340
38623,4-1054
38624,2-5220
38625,5-7466
38626,6-1582
38627,6-9488
38628,7-8326
38629,7-0859
38630,3-7785
38631,4-8850
38632,4-2187
38633,8-6408
38634,5-0157
38635,6-8453
38636,3-4357
38637,8-4361
38638,6-2546
38639,6-4491
38640,2-5082
38641,6-1215
38642,8-0321
38643,3-8840
38644,5-8208
38645,2-1533
38646,1-1288
38647,2-1178
38648,7-4066
38649,8-5661
38650,5-5877
38651,2-5205
38652,7-6365
38653,4-2361
38654,8-1173
38655,5-8064
38656,5-8941
38657,3-8785
38658,2-3568
38659,8-7506
38660,6-4335
38661,5-3055
38662,6-5780
38663,4-3672
38664,2-3345
38665,4-2967
38666,7-5484
38667,1-6129
38668,7-7350
38669,7-5600
38670,8-9107
38671,5-6141
38672,4-9660
38673,8-5072
38674,2-9652
38675,8-5719
38676,4-3051
38677,3-4733
38678,6-9429
38679,3-5382
38680,3-1022
38681,8-8835
38682,3-3964
38683,1-6599
38684,6-5020
38685,4-7455
38686,7-0559
38687,3-9364
38688,5-8165
38689,4-6536
38690,4-9048
38691,2-3410
38692,6-8257
38693,7-9624
38694,5-8169
38695,4-5582
38696,6-0672
38697,5-9958
38698,4-5776
38699,5-9089
38700,3-3298
38701,1-5107
38702,4-7244
38703,7-3244
38704,8-4876
38705,8-2670
38706,2-3537
38707,8-4883
38708,7-7018
38709,1-0298
38710,3-3173
38711,6-2581
38712,1-4884
38713,7-4724
38714,5-4634
38715,1-4060
38716,1-3994
38717,1-1745
38718,5-1891
38719,8-6050
38720,6-9607
38721,4-6965
38722,7-3486
38723,6-5136
38724,3-2769
38725,6-0566
38726,1-5657
38727,4-8558
38728,1-1835
38729,7-4302
38730,2-5250
38731,4-7816
38732,3-1952
38733,2-2455
38734,2-5904
38735,1-9681
38736,3-6398
38737,4-2564
38738,6-5189
38739,8-2155
38740,4-6133
38741,6-2619
38742,2-0031
38743,6-6859
38744,8-9037
38745,5-5327
38746,3-4127
38747,3-9889
38748,6-4902
38749,5-1498
38750,6-0314
38751,3-9491
38752,5-5118
38753,1-8937
38754,3-4843
38755,7-5162
38756,7-2920
38757,7-7293
38758,1-9729
38759,8-8161
38760,8-7449
38761,6-5840
38762,4-0451
38763,1-0074
38764,6-7155
38765,1-9251
38766,6-7300
38767,4-9594
38768,8-2722
38769,8-0458
38770,5-6548
38771,2-3340
38772,8-4106
38773,6-2460
38774,3-0019
38775,8-6056
38776,7-0826
38777,1-9501
38778,5-6449
38779,6-0831
38780,1-1901
38781,6-1470
38782,1-7037
38783,8-3926
38784,5-1169
38785,8-8223
38786,4-3635
38787,6-5353
38788,1-8673
38789,1-8031
38790,3-7524
38791,8-0183
38792,4-7269
38793,4-6602
38794,2-7098
38795,2-2292
38796,1-8093
38797,3-9251
38798,4-4039
38799,5-9055
38800,2-8654
38801,8-3972
38802,3-4993
38803,4-3968
38804,3-3272
38805,4-9426
38806,4-7132
38807,8-8077
38808,6-2198
38809,5-3583
38810,1-2462
38811,3-9698
38812,8-7875
38813,8-3601
38814,5-4017
38815,1-1229
38816,8-2508
38817,3-9429
38818,2-8586
38819,7-9918
38820,1-5934
38821,3-7543
38822,6-1464
38823,2-9375
38824,4-1006
38825,3-2646
38826,4-3373
38827,2-9869
38828,2-6933
38829,1-8888
38830,8-2208
38831,1-2567
38832,3-5332
38833,7-0687
38834,1-1864
38835,5-5890
38836,8-1013
38837,2-5551
38838,3-4309
38839,6-0206
38840,5-4259
38841,7-0114
38842,4-0649
38843,4-9977
38844,7-2631
38845,8-7242
38846,6-6559
38847,1-5392
38848,3-2544
38849,3-8097
38850,8-8648
38851,1-7752
38852,6-4350
38853,5-1964
38854,8-7076
38855,4-0285
38856,4-4824
38857,7-3338
38858,1-2416
38859,4-7634
38860,4-2904
38861,2-8684
38862,5-3751
38863,1-3314
38864,7-2128
38865,1-9730
38866,1-8192
38867,5-2844
38868,5-6961
38869,6-2276
38870,4-0349
38871,6-0609
38872,7-8297
38873,8-8730
38874,6-1774
38875,5-3743
38876,6-1514
38877,6-3679
38878,6-0262
38879,5-5116
38880,7-7588
38881,8-0452
38882,5-4957
38883,4-1502
38884,3-3395
38885,1-1958
38886,2-4235
38887,4-0745
38888,6-5822
38889,8-9185
38890,3-5974
38891,5-0048
38892,3-8734
38893,2-9103
38894,5-5104
38895,3-7929
38896,1-2196
38897,1-8310
38898,1-7407
38899,2-7794
38900,7-4837
38901,4-8207
38902,3-2818
38903,6-9306
38904,2-1756
38905,2-0007
38906,5-1063
38907,7-3278
38908,4-1490
38909,7-8959
38910,3-4113
38911,2-5544
38912,3-1348
38913,7-9003
38914,1-6568
38915,1-8732
38916,2-0677
38917,3-9586
38918,4-4387
38919,5-0310
38920,2-9104
38921,7-3955
38922,4-5501
38923,3-5911
38924,5-7048
38925,8-9309
38926,4-0644
38927,6-6734
38928,8-8631
38929,1-6041
38930,3-5926
38931,7-2704
38932,1-3517
38933,5-3164
38934,8-8919
38935,4-2247
38936,6-0848
38937,2-5977
38938,3-1023
38939,7-5428
38940,7-3269
38941,7-3521
38942,4-0808
38943,2-7748
38944,4-2344
38945,2-7117
38946,4-2714
38947,7-0304
38948,4-3647
38949,3-6248
38950,5-1099
38951,8-9863
38952,8-2627
38953,8-7133
38954,8-7037
38955,7-8885
38956,4-4593
38957,4-0614
38958,3-9008
38959,8-3915
38960,5-7693
38961,6-7506
38962,3-5304
38963,3-6997
38964,4-0419
38965,8-7083
38966,2-8451
38967,6-0137
38968,8-6467
38969,1-0953
38970,4-5665
38971,7-1313
38972,1-1466
38973,1-1834
38974,3-3407
38975,7-1062
38976,7-1738
38977,3-6137
38978,4-0986
38979,4-5989
38980,7-6604
38981,1-2570
38982,4-7411
38983,2-3949
38984,7-8996
38985,5-0852
38986,7-7478
38987,2-0582
38988,2-8188
38989,4-8739
38990,2-8456
38991,4-7744
38992,5-4326
38993,8-8539
38994,6-3921
38995,1-2678
38996,4-0268
38997,7-2194
38998,6-0692
38999,7-0491
39000,2-0050
39001,1-9281
39002,4-6599
39003,3-9004
39004,7-9287
39005,1-6694
39006,2-4874
39007,8-8800
39008,1-5414
39009,7-5019
39010,1-9387
39011,2-4463
39012,3-3958
39013,1-0509
39014,3-1323
39015,8-7452
39016,3-2727
39017,6-5425
39018,5-3138
39019,4-7917
39020,3-7335
39021,4-9647
39022,2-3988
39023,1-0021
39024,1-5806
39025,4-2039
39026,5-4988
39027,6-8468
39028,5-4111
39029,5-4102
39030,8-3794
39031,8-6157
39032,5-5148
39033,2-6209
39034,1-6302
39035,7-8049
39036,6-5560
39037,3-2484
39038,2-7828
39039,2-6966
39040,5-2455
39041,8-9138
39042,4-0857
39043,2-4520
39044,5-6173
39045,3-1254
39046,8-6730
39047,3-0497
39048,1-9648
39049,3-1445
39050,2-8176
39051,1-3693
39052,7-6234
39053,8-8313
39054,4-6744
39055,3-1537
39056,5-7566
39057,6-4324
39058,2-5027
39059,3-6090
39060,5-3053
39061,2-4009
39062,1-2528
39063,7-5977
39064,5-2396
39065,1-6283
39066,8-3920
39067,3-9213
39068,2-8685
39069,2-8427
39070,5-1968
39071,5-9909
39072,3-1317
39073,4-6215
39074,1-8927
39075,3-0076
39076,3-7198
39077,7-9459
39078,4-8752
39079,7-5258
39080,6-1078
39081,4-4945
39082,2-5101
39083,5-4030
39084,3-9158
39085,6-3691
39086,1-3449
39087,8-1138
39088,7-3599
39089,8-9496
39090,7-4834
39091,2-0580
39092,4-7427
39093,5-7144
39094,5-5904
39095,3-1228
39096,6-8456
39097,8-9937
39098,6-2958
39099,6-0044
39100,5-0598
39101,1-8557
39102,8-6867
39103,1-3756
39104,7-9841
39105,4-0327
39106,4-5599
39107,8-6173
39108,2-9678
39109,6-8592
39110,6-9630
39111,7-5595
39112,7-8112
39113,6-5580
39114,7-1463
39115,4-1384
39116,4-2905
39117,7-1347
39118,8-1476
39119,6-1662
39120,8-6722
39121,2-9222
39122,1-1123
39123,8-0846
39124,7-3730
39125,3-2804
39126,2-6530
39127,5-6204
39128,1-3838
39129,4-0724
39130,1-0796
39131,8-1445
39132,5-8728
39133,1-5645
39134,8-2292
39135,6-7892
39136,2-4728
39137,6-5750
39138,1-3671
39139,8-2391
39140,2-6918
39141,6-2489
39142,2-1135
39143,6-1284
39144,5-3099
39145,2-0866
39146,5-0041
39147,3-5626
39148,6-0217
39149,4-1840
39150,2-4050
39151,1-3377
39152,1-1825
39153,4-1868
39154,3-9963
39155,4-4390
39156,7-8244
39157,8-3140
39158,3-6420
39159,5-1575
39160,4-2128
39161,8-1214
39162,8-9578
39163,2-1603
39164,2-6920
39165,5-8953
39166,7-1211
39167,5-9981
39168,8-9075
39169,4-0913
39170,6-1343
39171,5-7089
39172,3-4576
39173,4-3513
39174,8-4603
39175,3-8162
39176,2-3232
39177,8-7494
39178,7-4839
39179,2-8952
39180,2-7060
39181,8-1840
39182,2-9120
39183,2-1184
39184,4-9478
39185,2-1037
39186,1-3574
39187,4-2531
39188,7-4197
39189,3-4233
39190,2-7745
39191,2-6974
39192,5-4937
39193,3-4416
39194,5-1417
39195,7-1900
39196,3-0217
39197,2-8726
39198,1-2193
39199,6-6442
39200,3-1198
39201,2-4257
39202,6-6537
39203,8-0672
39204,7-3959
39205,8-9269
39206,6-1029
39207,4-2502
39208,3-4126
39209,4-4102
39210,1-3950
39211,6-6906
39212,2-6059
39213,7-9130
39214,7-2971
39215,4-0682
39216,7-7116
39217,8-7883
39218,8-6299
39219,5-1408
39220,8-0850
39221,5-4864
39222,7-2521
39223,4-3775
39224,5-5908
39225,3-0416
39226,3-4847
39227,5-1918
39228,3-2439
39229,6-3215
39230,1-9155
39231,2-9191
39232,8-3343
39233,6-7943
39234,7-9651
39235,6-2425
39236,7-8219
39237,2-7513
39238,3-1887
39239,3-5192
39240,4-9723
39241,4-0072
39242,3-9268
39243,5-9985
39244,4-2202
39245,8-5210
39246,7-5397
39247,2-8021
39248,2-4679
39249,2-5597
39250,1-2879
39251,7-4258
39252,2-2406
39253,3-0643
39254,1-2441
39255,5-8545
39256,1-8174
39257,3-7686
39258,1-9395
39259,4-7702
39260,1-6621
39261,1-1427
39262,2-8122
39263,1-6278
39264,7-8065
39265,6-5324
39266,2-7441
39267,7-0704
39268,4-4920
39269,7-2134
39270,3-4829
39271,6-6502
39272,8-4838
39273,4-8132
39274,8-4517
39275,5-5733
39276,3-3603
39277,4-4395
39278,6-6781
39279,5-2333
39280,6-3899
39281,6-5726
39282,3-4732
39283,2-7337
39284,5-0513
39285,3-0570
39286,8-0680
39287,6-8579
39288,1-2487
39289,2-4360
39290,1-3387
39291,3-5190
39292,2-1340
39293,4-7110
39294,5-2296
39295,5-8942
39296,4-4542
39297,5-0935
39298,8-0160
39299,8-5346
39300,7-0239
39301,1-7426
39302,3-9779
39303,7-2583
39304,4-0716
39305,8-9531
39306,1-3174
39307,3-4541
39308,1-6751
39309,3-9054
39310,6-2700
39311,3-6413
39312,2-7356
39313,6-9136
39314,1-2858
39315,5-3492
39316,6-5675
39317,2-3545
39318,8-2462
39319,2-8874
39320,3-2383
39321,7-8836
39322,4-6161
39323,1-3922
39324,5-1802
39325,5-5362
39326,2-2923
39327,7-5638
39328,8-8793
39329,2-2306
39330,3-7995
39331,4-3910
39332,6-5931
39333,1-3052
39334,3-5966
39335,5-5056
39336,2-7380
39337,3-5992
39338,6-0251
39339,6-3709
39340,3-1558
39341,1-9972
39342,8-8825
39343,1-4869
39344,5-7090
39345,5-6566
39346,3-6984
39347,7-6934
39348,2-9600
39349,3-2400
39350,3-4753
39351,3-9905
